 DÉCADA 2010-2019,,,,,,,,,,,,
,,,DESCRIPTORES,,,ESTRUCTURA INTERNA,,,,,,
MXIM-AV-1-13-22,Nosotros… los otros. Discriminación política,"El Consejo Nacional para Prevenir la Discriminación (Conapred) en coproducción con Canal 22 presenta la serie ""Nosotros…los Otros"", con el objetivo de evidenciar la desigualdad, exclusión y prácticas discriminatorias que persisten en la sociedad mexicana las cuales impiden que todas y todos ejerzan en igualdad de condiciones sus derechos. Este capítulo aborda el tema de la ""Discriminación política"" ","Víctor Ronquillo (periodista), Rafael Acosta Ángeles alias Juanito (víctima de discriminación política), Manuel López Obrador, Carla Brugada, Maite Azuela (Dejemos de hacernos pendejos), Mauricio Merino Huerta (Asamblea Consultiva CONAPRED), Raquel Jelinek Mendelsohn (CISEE-UNAM), Thelma Adriana Chávez (víctima de discriminación política)","México: Ciudad de México: Centro Histórico, Iztapalapa. Oaxaca",,Programa de televisión documental,,"Testimonios videorales, grabación de campo, fotografías, registros fílmicos, documentales, testimonios orales","Narración en off, conducción, intertítulos, gráficos, animación",,,
MXIM-AV-1-13-23,Nosotros… los otros. Medios y discriminación,"El Consejo Nacional para Prevenir la Discriminación (Conapred) en coproducción con Canal 22 presenta la serie ""Nosotros…los Otros"",  con el objetivo de evidenciar la desigualdad, exclusión y prácticas discriminatorias que persisten en la sociedad mexicana las cuales impiden que todas y todos ejerzan en igualdad de condiciones sus derechos. Este capítulo trata sobre los Medios y Discriminación","Víctor Ronquillo (periodista), Jacobo Dayán (Director de contenidos en Museo Memoria y Tolerancia), Carolina Velásquez (CIMAC), Mario Campos (periodista), Katia D´Artigues (periodista), Ana Arana (Directoria Fundación MEPI), Olga Martínez (Tec. Monterrey), Daniela Pastrana (Periodistas de a pie), Elia Baltazar ( Periodistas de a pie)",México: Ciudad de México: Centro Histórico: Museo Memoria y Tolerancia. ,,Programa de televisión documental,,"Testimonios videorales, grabación de campo, fotografías, registros fílmicos, documentales, testimonios orales","Narración en off, conducción, intertítulos, gráficos, animación",,,
MXIM-AV-1-13-24,Nosotros… los otros. Pobreza y exclusión,"El Consejo Nacional para Prevenir la Discriminación (Conapred) en coproducción con Canal 22 presenta la serie ""Nosotros…los Otros"",  con el objetivo de evidenciar la desigualdad, exclusión y prácticas discriminatorias que persisten en la sociedad mexicana las cuales impiden que todas y todos ejerzan en igualdad de condiciones sus derechos. Este capítulo trata sobre la vida laboral de ""Las Trabajadoras del Hogar"". aborda el tema de la ""Pobreza y la exclusión""","Víctor Ronquillo (periodista), Guadalupe Tlaxcantitla (habitante de Buenavista), Mateo de la Cruz (habitante de Buenavista), José Fabián Moreno (habitante de Buenavista),  Rosa Linda Hernández (habitante de Buenavista), Beatriz de la Cruz (habitante de Buenavista), Pascual Hernández (habitante de Buenavista), Emilio Álvarez Icaza (Consultor en Derechos Humanos),   Rodolfo de la Torre García (PNUD-México), ",México:  Hidalgo: comunidad de Buenavista.,,Programa de televisión documental,,"Testimonios videorales, grabación de campo, fotografías, registros fílmicos, documentales, testimonios orales","Narración en off, conducción, intertítulos, gráficos, animación",,,
MXIM-AV-1-13-25,Nosotros… los otros. Educación y discriminación,"El Consejo Nacional para Prevenir la Discriminación (Conapred) en coproducción con Canal 22 presenta la serie ""Nosotros…los Otros"",  con el objetivo de evidenciar la desigualdad, exclusión y prácticas discriminatorias que persisten en la sociedad mexicana las cuales impiden que todas y todos ejerzan en igualdad de condiciones sus derechos. Este capítulo aborda el tema de la Educación y Discriminación","Víctor Ronquillo (periodista), Esmeralda Jiménez (maestra de primaria), Guadalupe Castillo (maestra de primaria), Pedro Hernández (Director primaria Centauro del Norte), Gabriel Gómez (maestro de primaria), Silvia Villa (maestra de primaria), Gabriela Ramírez (psicóloga, USAER), Jorge Javier Romero (UAM-Xochimilco), Irma Estela Aguirre (consejo directivo Cesder), Adolfo Ávila (estudiante del Cesder), Esther Victoria Ortiz (estudiante Cesder), Raquel Montalvo (estudiante Cesder), Diego Antonio Pérez (estudiante Cesder), Feliciano Aguilar (director Cesder), Ignacia Serrano (ex-estudiante del Cesder), Luci Govela (Directora de la Licenciatura en Desarrollo Rural)",México: Ciudad de México: Iztapalapa: Escuela primaria Centauro del Norte. Puebla: Sierra Norte: Sautla.,,Programa de televisión documental,,"Testimonios videorales, grabación de campo, fotografías, registros fílmicos, documentales, testimonios orales","Narración en off, conducción, intertítulos, gráficos, animación",,,
MXIM-AV-1-13-26,Nosotros… los otros. Violencia y discriminación,"El Consejo Nacional para Prevenir la Discriminación (Conapred) en coproducción con Canal 22 presenta la serie ""Nosotros…los Otros"",  con el objetivo de evidenciar la desigualdad, exclusión y prácticas discriminatorias que persisten en la sociedad mexicana las cuales impiden que todas y todos ejerzan en igualdad de condiciones sus derechos. Este capítulo trata sobre la vida laboral de  Violencia y discriminación"". ","Víctor Ronquillo (periodista), Testimoniantes anónimos, Mauricio Merino Huerta (Asamblea Consultiva CONAPRED), Emilio Álvarez Icaza (Asesor en Derechos Humanos)",México: Coahuila: Saltillo,2000-2011,Programa de televisión documental,,"Testimonios videorales, grabación de campo, fotografías, registros fílmicos, documentales, testimonios orales","Narración en off, conducción, intertítulos, gráficos, animación",,,
MXIM-AV-1-13-27,Nosotros… los otros. Tolerancia,"El Consejo Nacional para Prevenir la Discriminación (Conapred) en coproducción con Canal 22 presenta la serie ""Nosotros…los Otros"",  con el objetivo de evidenciar la desigualdad, exclusión y prácticas discriminatorias que persisten en la sociedad mexicana las cuales impiden que todas y todos ejerzan en igualdad de condiciones sus derechos. Este capítulo trata el concepto de Tolerancia.","Víctor Ronquillo (periodista), Diego Toledo (Familia X la Diversidad Sexual), Claudia López (Familia X la Diversidad Sexual), Josefina Escorcia (familia X la Diversidad Sexual),  Federico López (Familia X la Diversidad Sexual), Silvia Aguilera (Centro de Colaboración Cívica), Jesús Rodríguez Zepeda (Universidad Autónoma Metropolitana), Rebeca Montemayor (Centro de Estudios Ecuménicos), María Magdalena Osorio (Fundación Paso a Paso), Olga Montúfar (Fundación Paso a Paso), Dalyla Jaqueline Pérez (víctima de discriminación), Mario Licona  Hueyotenco (esposo de Olga Montúfar)",México,"2001 (Fecha en la que aparece la cláusula constitucional de no discriminación en la Constitución Mexicana), 10 de junio de 2011 (Reforma a cláusula anti discriminatoria), 2003 (Fecha de promulgación de la Ley Federal para prevenir y eliminar la discriminación), 1968 (Fundación del Centro de Estudios Ecuménicos) ",Programa de televisión documental,,"Testimonios videorales, grabación de campo, fotografías, registros fílmicos, documentales, testimonios orales","Narración en off, conducción, intertítulos, gráficos, animación",,,
MXIM-AV-1-13-28,Nosotros… los otros. El color de la piel,"El Consejo Nacional para Prevenir la Discriminación (Conapred) en coproducción con Canal 22 presenta la serie ""Nosotros…los Otros"",  con el objetivo de evidenciar la desigualdad, exclusión y prácticas discriminatorias que persisten en la sociedad mexicana las cuales impiden que todas y todos ejerzan en igualdad de condiciones sus derechos. Este capítulo aborda el tema de la diversidad cultural y el color de la piel. ","Víctor Ronquillo (periodista), Liduvina Castillo Zavala (viuda de Isaac Echinedu Nwachukwu),  Wilner Metelus (CoDeNafromex), Mohamed Cisse (Guinea Conakry), Lance George Brown (amigo de Isaac Echinedu), Aarón (amigo de Isaac Echinedu), Enoc Techmaison (víctima de discriminación), María Elisa Velázquez (INAH),  Testimoniantes anónimos, Alicia Vargas Ayala (CIDES-Colibrí)","México: Ciudad de México: Zócalo, San Antonio Abad. Nigeria.","11 mayo de 2011 (detención de Isaac Echinedu), 21 de mayo de 2011 (marcha por los derechos a la igualdad) ",Programa de televisión documental,,"Testimonios videorales, grabación de campo, fotografías, registros fílmicos, documentales, testimonios orales","Narración en off, conducción, intertítulos, gráficos, animación",,,
MXIM-AV-1-13-29,Nosotros… los otros. Desarrollo humano,"El Consejo Nacional para Prevenir la Discriminación (Conapred) en coproducción con Canal 22 presenta la serie ""Nosotros…los Otros"",  con el objetivo de evidenciar la desigualdad, exclusión y prácticas discriminatorias que persisten en la sociedad mexicana las cuales impiden que todas y todos ejerzan en igualdad de condiciones sus derechos. Este capítulo trata sobre las comunidades mascogos en Cohahuila y su ""Desarrollo Humano"". ","Víctor Ronquillo (periodista), Elpidio García (habitante de Olivar del Conde), Imelda Sarabia (habitante de Olivar del Conde),  Rita Moreal (habitante de Olivar del Conde), Rebeca Flores (habitante de Atesquizahua), Testimoniantes anónimos, Jacqueline Villegas (víctima de marginación), Javier Villegas (víctima de marginación), Fat Raúl  Vera López (obispo de Saltillo), Ricardo González (habitante de El Nacimiento), Manuel Vázquez (habitante de El Nacimiento), Santana Vázquez (habitante de El Nacimiento), Gerardo Buenrostro (investigador ENAH), Rosalba Torralba (habitante de El Nacimiento), Servando Cervantes (habitante de El Nacimiento)",México: Ciudad de México: colonia Olivar del Conde. Delegación Álvaro Obregón. San Bartolo. Coahuila: Múzquiz: El Nacimiento.,1850 (llegada de los mascogos a México),Programa de televisión documental,,"Testimonios videorales, grabación de campo, fotografías, registros fílmicos, documentales, testimonios orales","Narración en off, conducción, intertítulos, gráficos, animación",,,
MXIM-AV-1-13-30,Nosotros… los otros. Diversidad religiosa,"El Consejo Nacional para Prevenir la Discriminación (Conapred) en coproducción con Canal 22 presenta la serie ""Nosotros…los Otros"",  con el objetivo de evidenciar la desigualdad, exclusión y prácticas discriminatorias que persisten en la sociedad mexicana las cuales impiden que todas y todos ejerzan en igualdad de condiciones sus derechos. Este capítulo trata sobre ""La diversidad religiosa"". ","Víctor Ronquillo (periodista), Blanca González, Perla Fragoso (Antropología Social, CIESAS), Martín George (Ministro de culto de la Santa Muerte), Ivone Valdéz, Yollolxóchitl Mancillas (UNAM, Estudios Latinoamericanos), Eligio González (creador de la capilla de Jesús Malverde en Culiacán), Javier Sicilia, Elio Masferrer Kan (ENAH-INAH),  Luis Edurado Chávez (Unión Nacional de Traductores Indígenas), Jaime Mondragín (ENAH, Historia-Etnohistoria), Laura Zúñiga (representate de la Editorial Mundo Hispano), Clementina López (Expocristiana), Angélica Patiño (ENAH, Etnología), Elizabeth Díaz Brenis (ENAH-INAH), Eduardo Herrera (especialista Tíbet y China), Lucy Aspra (Casa de los Ángeles), Karen Castillo (investigadora CONAPRED)",México: Ciudad de México: Colonia Morelos: Tepito. Colonia 10 de mayo. Colonia Doctores. Escuela Nacional de Antropología e Historia.  Sinaloa: Culiacán. Chiapas. Oaxaca. ,Noviembre 2001 (Creación de capilla de Santa Muerte en Tepito) ,Programa de televisión documental,,"Testimonios videorales, grabación de campo, fotografías, registros fílmicos, documentales, testimonios orales","Narración en off, conducción, intertítulos, gráficos, animación",,,
MXIM-AV-1-13-31,Nosotros… los otros. Procesos sociales y discriminación,"El Consejo Nacional para Prevenir la Discriminación (Conapred) en coproducción con Canal 22 presenta la serie ""Nosotros…los Otros"",  con el objetivo de evidenciar la desigualdad, exclusión y prácticas discriminatorias que persisten en la sociedad mexicana las cuales impiden que todas y todos ejerzan en igualdad de condiciones sus derechos. Este capítulo aborda el tema de ""Procesos Sociales y discriminación""","Víctor Ronquillo (periodista), Olga Martínez (Tec. De Monterrey), Mario Campos (periodista), Katia D´Artigues (periodista), Guadalupe Tlaxcantitla (habitante de Buenavista), Ignacio Rosales (ex-minero), Jesús Lara (minero), Javier Martínez (abogado), Reyes Gustavo  Ardón (migrante hondureño víctima de discriminación), Ana Laura Magaloni Kerpel (CIDE, Dirección de Estudios Jurídicos), Esmeralda Jiménez (maestra de Escuela primaria), Irma Estela Aguirre (Consejo Directivo Cesder), Jesús Rodríguez Zepeda (UAM), Ricardo Bucio (CONAPRED)",México: Ciudad de México: Delegación Iztapalapa. Hidalgo: comunidad de Buenavista. Coahuila: Saltillo. Puebla: Sierra Norte: Sautla.,,Programa de televisión documental,,"Testimonios videorales, grabación de campo, fotografías, registros fílmicos, documentales, testimonios orales","Narración en off,  intertítulos",,,
MXIM-AV-1-13-32,Nosotros… los otros. Futbol y discriminación,"El Consejo Nacional para Prevenir la Discriminación (Conapred) en coproducción con Canal 22 presenta la serie ""Nosotros…los Otros"",  con el objetivo de evidenciar la desigualdad, exclusión y prácticas discriminatorias que persisten en la sociedad mexicana las cuales impiden que todas y todos ejerzan en igualdad de condiciones sus derechos. Este capítulo aborda el tema de ""Futbol y discriminación"".","Víctor Ronquillo (periodista), Eduardo Camarena (cronista deportivo), Mauricio Mejía (periodista), Carlos Cruz (Cauce ciudadano)",México: Ciudad de México: Centro Nacional de las Artes (CENART).,,Programa de televisión documental,,"Testimonios videorales, grabación de campo, fotografías, registros fílmicos, documentales, testimonios orales","Narración en off, conducción, intertítulos, gráficos, animación",,,
MXIM-AV-1-13-33,"Toscanito, coleccionista de historias","Tomando como punto de partida el hallazgo de una base de datos que contiene miles de fotogramas de la última película de Salvador Toscano, en este segmento se deconstruye Memorias de un mexicano, la película que terminó Carmen Toscano en 1950, utilizando los materiales de su padre y se sugiere una reconstrucción posible de Historia de la Revolución Mexicana, última obra del reconocido cineasta jalisciense. http://moreliafilmfest.com/Películas/toscanito-coleccionista-de-historias-primer-episodio-de-luces-camara-revolucion/ ","General Emiliano Zapata, General Porfirio Díaz, Salvador Toscano, José María Sánchez García, Julio La Madrid, Enrique Rosas, Jesús H. Abitia,  Hermanos Alva, Octavio Moreno, Carmen Toscano, Manuel Moreno Sánchez, Cecilia Recillas, Felipe de Jesús Haro,  Ángel Miquel,  Fco. I. Madero, Francisco Villa, Esfir Shub,  Félix y Edmundo Padilla, David Wood, Pablo Ortíz Monasterio, Esteban Toscano, Refugio Barragán, Silvie Manuel, Enedina Escobedo, Enrique Rosas, Venustiano  Carranza, Enedina Tosacno, Carmen Moreno Toscano, Javier Sierra, Manuel Bernal, Siqueiros, Diego Rivera, Anita Brenner, José Vasconcelos, Victoriano Huerta","México: Cuernavaca, Ciudad de México. Guadalajara: Jalisco. Puebla: Atlixco. Francia: París. Rusia. ","1916, 1921, 1911-1916, 1949, 1907, 1897-1936, 1912, 1915, 1927, 1935, 1988, 1993, 24 marzo 1982, 1897, 1907, 1914, 1942, 24 enero 1948, 14 de marzo, 14 de abril 1947, agosto de 1950, 1954, 1967 ",Película documental,,"Testimonios videorales, grabación de campo, fotografías, registros fílmicos, documentales, testimonios orales","Narración en off,  intertítulos",,,
MXIM-AV-1-13-34,Ilha Grande em outros tempos,"Este video, es una evocación histórica marcada por el aprisionamiento y la violencia que permanecen en el imaginario colectivo de un pueblo. Por medio de un recorrido por las ruinas de la penitenciaría Ilha Grande, y con las anécdotas relatadas por algunas personas que vivieron ahí (ex presos, policías, agentes) se reconsruye la forma de vida que se llevaba a cabo en la prisión. ","Seu Julio, Seu Pedro, Seu Ribamar, Seu Lupércio, Nuno Nunes, Seu Constantino, Seu Cantuária, Profesora Dayse",Brasil: Río de Janéiro: Ilha Grande,"2005, 1958, 1965, 1983, 1951, 1973 ",Película documental,,"Testimonios videorales, grabación de campo, fotografías, registros fílmicos, documentales, testimonios orales","Narración en off, conducción, intertítulos, gráficos, animación",,,
MXIM-AV-1-13-35,O desejo do saber,"Un documental sobre la Universidad de Lisboa, dividido por capítulos: Historia y memorias de la institución, patrimonio y colecciones, enseñanza y aprendizaje e investigación. Un viaje por la idea de una universidad como un lugar de encuentro comunitario, ligado a un proyecto de vida ideal, abordando los conflictos con los regímenes políticos, la acumulación enciclopédica de los saberes, los métodos de investigación y transmisión del conocimiento. Filmado en diversas facultades e institutos de la Universidad de Lisboa, este documental da voz a los profesores, estudiantes e investigadores, recuperando episodios y ambientes del pasado proyectados al futuro del conocimiento científico.","Carlos Sirgado, Almeida Faria, Gloria Ramalho, Ana Martinho, Marta Lourenco, José Pedro Granadeiro, Fernando Catarino, Ednilson dos Santos, Matim de Albuquerque, Joana Marques, Pedro Rosário, Pedro Jorge, Francisco Silva, Nuno Gaibino, Teresa Braula Reis, Joao Pais, Antonio Feijó, María Sequeira Mendes, Eliana Bnto, Teresa Barata Salgueiro, Vitorino Nemésio, Joao Lobo Antunes, António José Saraiva, Pedro Feijó, Antonónio Jacinto, Rita Mateus, José Alfonso",Portugal: Lisboa: Universidad de Lisboa,"1952, 1962, 1965, Marzo 1978, Febrero 1974 ",Película documental,,"Testimonios videorales, grabación de campo, fotografías, registros fílmicos, documentales, testimonios orales, documentos","Narración en off, intertítulos",,DVD,
MXIM-AV-1-13-36,La maleta mexicana,"Esta es la historia de una maleta encontrada en un apartamento de la Ciudad de México en 2007. En ella había tres cajas con 4.500 negativos fruto del trabajo de tres amigos que se conocieron en París entre 1936 y 1937 y que se convirtieron después en los mejores fotorreporteros de su tiempo. Viajaron juntos a España para combatir el fascismo con sus cámaras. Sus nombres eran Robert Capa, David ""Chim"" Seymour y Gerda Taro. La guerra y el exilio, el apoyo de México a la república y cómo España, treinta años después de la Transición, afronta su pasado, a través de fotografías únicas que nos enseñan el poder que la imagen ejerce en el mundo contemporáneo.","Robert Capa (fotógrafo), Mauricio Maille (Fundación televisa), David Seymour (fotógrafo), Gerda Taro (fotógrafa), Conchi Esteban Vivas (familiar de soldado desaparecido), Amélia Barreiro (arqueóloga), Anthony L. Geist (profesor de Estudios hispánicos), Emiliana Claraco (exiliada española), Natividad Peral (refugiada española),  Carmen Ruiz-Funes (exiliada española), Francesc Torres (artista), Brian Wallis (curador en jefe, ICP), Phil Block (director de educación, ICP), Cornell Capa (hermano de Robert Capa y fundador del ICP: International Center of Photography), Robert Pledge (director, contact press image), James Fox (responsable del archivo Magnum Photos), Anna Winand (asistente ejecutiva de Cornell Capa), Ben Tarver (cineasta), General Francisco Aguilar González, Lorna Arroyo (fotógrafa), Juan Villoro (escritor), John Morris (editor de fotografía), Cynthia Young (curadora del ICP), General Enrique Lister, Ernest Hemingway (escritor), André Malraux (novelista),  Schneideman (padrino de David Seymour), Pedro Corral (historiador),  Susan Meiselas (fotógrafa), José Luis López (exiliado español), Sebastian Faber (experto en la Guerra Civil española), Kristen Lubben (curadora del ICP), Ata Kandó (fotógrafa), Irene Golden (enfermera de la Brigada Lincoln), Ted Allan (peiodista), Elena Poniatowska (escritora), Pedro Meyer (fotógrafo), Lluis Martí Bielsa (veterano de la Guerra Civil española), Gabriel Weisz (hijos de Cziki Weisz), Antonio de la Fuente (superviviente del campo de concentración de Argèles Sur Mer), Conrado Medina (refuagiado español), Lázaro Cárdenas (presidente de México, 1934-1940), Patricia Gamboa (Fundación Gamboa), Laura Bosques (hija del embajador Bosques), Manuel Polgar (nieto de exiliado español), Inge Bondi (biógrafa de David Seymour),  Graciela Test (nieta del general Aguilar González), Dr. Francisco Etxeberría (arqueólogo forense),  Jokin Leniz (fotógrafo), Encarna Martorell (familiar de soldado desaparecido), Trisha Ziff (directora del documental), Ernest Alós (periodista), Victoria González Román (nieta de exiliado español), Diego Villarias (hijo de exiliado español), Sebastián del Amo (hijo de exiliado español)"," España: Aragón: Rubielos de Mora. Cataluña. Madrid: Brunete. Estados Unidos: Nueva York. México: Ciudad de México. Francia: París, Argèles Sur Mer. ","2007, 1936-39 (Guerra Civil Española), 1979, 1976, 1938",Película documental,,"Testimonios videorales, grabación de campo, fotografías, registros fílmicos, documentales, testimonios orales, documentos, entrevistas, hemerografía","Musicalización, intertítulos, narración en off",,,
MXIM-AV-1-13-37,"Huapango totonaco: herencia de los abuelos, préstamo de Dios",Registro de la memoria oral y sonora sobre  los huapangos de la cultura totonaco. ,,México: Puebla: Huehuetla,"2008, 2010",Película documental,,"Testimonios videorales, grabación de campo, fotografías, registros fílmicos, documentales, testimonios orales, documentos","Narración en off, conducción, intertítulos, gráficos, animación",,,
MXIM-AV-1-13-38,Mira mi voz,"""Mira mi voz"" es un video documental sobre la educación de los niños sordos en México. A través de entrevistas y observación directa en las escuelas se encontró que los modelos pedagógicos que actualmente se emplean en este terreno no constituyen una formación integral para esta comunidad lingüística minoritaria porque no se utiliza la lengua de señas mexicana (LSM), parte esencial de su desarrollo. El documental compara los métodos pedagógicos que se emplean en la instrucción de los niños sordos: el método bilingüe, el método oral; así como la ausencia de método. Además, presenta un discusión, desde diversas disciplinas, sobre la lengua en señas y el uso de la educación de los niños sordos en México, en particular en el estado de Puebla, con el objetivo de reflexionar si los modelos pedagógicos que imperan actualmente son realmente efectivos en la llamada “integración” de los sordos o si tendríamos que empezar a reconocer la existencia de la lengua de señas mexicana y el papel fundamental que ésta tiene en la educación y en el desarrollo de los sordos.","Miroslava Cruz Aldrete, Claudia Gutiérrez Millán, alexis Martínez, Esperanza Porras Pérez, Maribel López Garrido, Marcia Barranco Álvarez, María Isabel Haza Rubí, Judith Juárez, Christian G. Jullian Montañez, William C. Stokoe, Boris Fridman Mintz, Ernesto Escobedo Delgado, Felipe Calderón, Berenice Ugalde","México. Puebla: San Pedro Cholula. Milán, Inglaterra","2010, 1954",Película documental,,"Testimonios videorales, grabación de campo, fotografías, registros fílmicos, documentales, testimonios orales, documentos","Narración en off, conducción, intertítulos, gráficos, animación",,,
MXIM-AV-1-13-39,Falamos de António Campos,"Falamos de António Campos, aborda la trayectoria de un excepcional cineasta. Uno de los directores más singulares que filmó la vida en Portugal  en la década de los 60 y 70 del siglo pasado. Considerado un director con mucha sensibilidad para documentar, António Campos representa la pasión del filmar. Con el uso uso de extractos de sus películas, y revelando las conversaciones en su película y la importancia que esto tiene, este documental es un reflejo de su persona. Para ello, revisita el paisajes filmados, reconstituye el mundo en que vivía, el momento en que comenzó a documentar y los años que trabajó en la Fundación Gulbenkian, utilizando para estas reconstrucciones testimonios, fotos y películas personales. http://mag.sapo.pt/cinema/filmes/falamos-de-antonio-campos","Antonio Campos, Alexandre Goncalves, Augusto M. Seabra, José Manuel Costa, Paulo Rocha, , Joao Bénard da Costa, Manoel de Oliveira, Fernando Cruz, Miguel Franco, Augusto Mota, Luis Capinha, María Joao Franco, Vitor Bandeira, Fernando Pessoa, Jorge Dias, Acácio de Almeida, Ferreira de Castro","Portugal: Vilarinho de Furnas, Isla de Abóbora, Tavira, Leiria, Aveiro, Rio Onor, Praia da Vieira, Lisbon. Londres","1971, 1961, 1959, 1958, 1957, 1942, 1976, 1974, 1975, 1979-1991, 1992, 1993, 1994,  1999, 2000",Película documental,,"Testimonios videorales, grabación de campo, fotografías, registros fílmicos, documentales, testimonios orales, documentos","Narración en off,  intertítulos",,,
MXIM-AV-1-13-40,Las manos en la tierra,"A finales de la dictadura militar uruguaya se habría realizado la Operación Zanahoria, supuesto plan para desenterrar y exhumar los cuerpos de detenidos y desaparecidos políticos que yacían en cementerios clandestinos para volver a enterrarlos de pie y plantar árboles sobre ellos dificultando un posible hallazgo. A modo de thriller arqueológico, este documental registra el proceso de excavación de un grupo de arqueólogos de la Universidad Republicana en busca de los restos de un doloroso pasado. http://www.casadefranciadigital.org.mx/agendacultural_det.php?i=2198&f=","Jorge Batlle (expresidente de Uruguay), Tabaré Vázquez (expresidente de Uruguay), José López Mazz (Director del Grupo de Investigaciòn en Arqueología Forense)), Valentina Cháves (hija de desaparecido), María Claudia García de Gelman (desaparecida), Mirtha Guianze (Fiscal penal), Javier Miranda (hijo de desaparecido), Macarena Gelman (hija de desaparecida), Laura del Puerto (Grupo de Investigación en Arqueología forense), Octavio Nadal (Grupo de Investigación en Arqueología Forense), Ubagesner Cháves Sosa (desaparecido),  Mercedes Salado (Equipo Argentino de Antropología Forense), Fernando Miranda (desaparecido), Juan Gelman (abuelo de Macarena Gelman), ",Uruguay: Montevideo: Batallón de Infantería 13 (Ex centro clandestino de detención). Toledo:  Batallón de Infantería 14. Argentina: Buenos Aires,"2005, 1973-1985, 28 de mayo de 1976, mayo, 13 de junio, noviembre de 2005, 24 de agosto, octubre,  22 de diciembre de 1976, 14 de enero de 1977,  2, 14, 30  de marzo de 2006, 31 de marzo 2000, noviembre 2009",Película documental,Documental antropológico,"Testimonios videorales, grabación de campo, fotografías, registros fílmicos, documentales, testimonios orales, documentos","Narración en off,  intertítulos",,,
MXIM-AV-1-13-41,Un día con San Judas,"Video que documenta el proceso de  preparación y la fiesta de la  mayordomía de San Judas Tadeo en el municipio de Huehuetla, en la Sierra Norte de Puebla.",Juvencio García Ramiro (mayordomo),México: Puebla: Huehuetla,octubre del 2010,Video documental,,"Testimonios videorales, grabación de campo, fotografías, registros fílmicos, documentales, testimonios orales, documentos","Narración en off,  intertítulos",,,
MXIM-AV-1-13-42,5 cámaras rotas,"Al nacer su cuarto hijo, Emad, un agricultor palestino compra su primera cámara de vídeo. Poco a poco y en paralelo al crecimiento de su hijo empieza a grabar los actos de resistencia pacífica de los habitantes de su pueblo, Bil'in, frente al avance de los colonos israelíes y la construcción de un muro de separación entre las urbanizaciones. Durante más de cinco años, Emad graba este conflicto en el que dos de sus mejores amigos lideran la resistencia. Arrestos diarios, represión brutal por parte del ejército israelí. Hasta cinco cámaras de Emad son destrozadas por el ejército israelí. Cada una de ellas grabará una parte de esta impresionante historia. (FILMAFFINITY) http://www.filmaffinity.com/es/film726032.html",,Palestina. Israel,"1995, 2005, 2006, 2007, 2008, 2009, 2010",Documental,,"Testimonios videorales, grabación de campo, fotografías, registros fílmicos, documentales, testimonios orales, documentos","Narración en off, conducción, intertítulos, gráficos, animación",,,
MXIM-AV-1-13-43,"Tijuaneados anónimos: una lágrima, una sonrisa","La ciudad fronteriza de Tijuana, México, atraviesa por una crisis de violencia e ingobernabilidad sin precedentes. Esta situación afecta la vida cotidiana de sus habitantes. Semana a semana, un grupo de personas se reúne en Tijuaneados Anónimos para compartir experiencias y juntos detener el fenómeno social que los aqueja: lo tijuaneado. Entre historias dolorosas y divertidas, absurdas tragedias humanas y heroicas hazañas, los personajes de este documental reflexionan sobre la ciudad e imaginan cómo quieren que sea Tijuana y cómo quieren ser ellos como individuos. Fuente: http://bordocs.com/tijuaneados-anonimos","Lídice Figueroa (maestra y terapeuta), Omar Martínez (fotoperiodista), Testimonios de los Tijuaneados Anónimos, Jorge Ramos (Alcalde de Tijuana), José G. Osuna Millán (Gobernador de Baja California), Daniel Salinas (Periodista), Greg Rainoff (documentalista), Ruby Gardenia (luchador), Harrison Grey  Morrison (ciudadano Binacional), Cristina Palacios (activista)",México: Baja California: Tijuana,"2008, 2009 ",Documental,,"Testimonios videorales, grabación de campo, fotografías, registros fílmicos, documentales, testimonios orales, documentos","Narración en off,  intertítulos",,,
MXIM-AV-1-13-44,"Axotla, Pueblo vivo",Axotla es un pueblo originario de la ciudad de México que mantiene vivas sus tradiciones a pesar de estar inmerso en la gran marcha urbana. En este documental podremos  conocer a este bello pueblo a través de las anécdotas relatadas por sus propios habitantes y las crónicas de sus festividades.,"Ricardo enrique Ramírez, Lucas Melendez, Rogelio Lozano, Miguel Cortés Morales, Pedro Celestino del Ángel Mar, Ezequiel  Antonio Martínez López, Virginia ArenasRosas, Tomás Cuellar López, Arturo González Pardo, Félix Melendez, José Luis Vilchis, Joel Jiménez, Javier Hernández, Gilberto Alamilla, Rodrigo Alberto Valdéz Ramírez, Jorge Valdéz Sánchez, María Elena Correa Valdéz, Juan Ramírez Chávez, Almendrita Ramírez González, Consuelo Jiménez Ramírez, Adán González Hernández, Lucio Poblano Morales, Fernando Zaragoza, Raúl Bucio Negrete, José Flores Eslava, Arturo Guerrero Alonso",México: Axotla,,,,"Testimonios videorales, grabación de campo, fotografías, registros fílmicos, documentales, testimonios orales, documentos","Narración en off, conducción, intertítulos, gráficos, animación",,,
MXIM-AV-1-13-45,"Sones de los abuelos Huehuetla, Puebla",Registro de la memoria oral y sonora de los sones de los abuelos del municipio totonaco de Huehuetla de la sierra norte de Puebla.,,Huhuetla de la sierra norte de puebla,,,,"Testimonios videorales, grabación de campo, fotografías, registros fílmicos, documentales, testimonios orales, documentos","Narración en off,  intertítulos",,,
