 DÉCADA 1990-1999,,,,,,,,,,,,
,,,DESCRIPTORES,,,ESTRUCTURA INTERNA,,,,,,
MXIM-AV-1-11-50,Ferrocarril a utopía,"Documental que muestra el fenómeno de la colonización europea en el norte del país a fines del siglo XIX, y la obra del inglés Michael Kinsey Owen, quien tenía el sueño de edificar una sociedad que desarrollara su producción pesquera, aprovechando la infraestructura ferroviaria, para que la población mexicana se organizara de forma armónica y resolviera sus problemas de pobreza, trabajo y salud. Sin embargo, los intereses de la oligarquía local derrumbaron este proyecto y la utopía de los colonos europeos.",,,,Pelicula documental,,"Registros fílmicos, fotografías, pinturas, hemerografía, cartografía, animación","Grabación de campo, Narración en off, intertitulos",,VHS,
MXIM-AV-1-11-51,Film ist.(1-6),"En Film ist. (1-6), de 1998, por ejemplo, utiliza pietaje proveniente de cortos, documentales y cintas educativas, científicas y publicitarias, siendo la más antigua una secuencia de 1897 de un lanzador de disco (de autor desconocido) y la más reciente The Origins of Scientific Cinematography (1990), de Virgilio Tosi. En este complejo montaje de una hora aparecen temas como el análisis optométrico y las indagaciones oftalmológicas, el fototropismo vegetal y animal, las técnicas pioneras en laparoscopia, la visión estereoscópica, el examen de la inteligencia de los chimpancés, experimentos de balística, el estudio de la fonación, las pruebas de laboratorio de las airbags, etcétera",,,,Pelicula documental,Footage,"Registros fílmicos, fotografías, pinturas, hemerografía, cartografía, animación","Narración en off, animación, conducción, puesta en escena, incidentales, animación",,16 mm,
MXIM-AV-1-11-52,"Miguel Alemán, El presidente empresario","Hijo de un general revolucionario, Miguel Alemán Valdés pasó su juventud en una marcada pobreza. El retrato de la relación con el padre llena de amor y resentimiento, y la lucha por salir de la pobreza, a través de los negocios y la política, así como las cualidades seductoras y carismáticas del ''cachorro de la Revolución'', se desarrollaron contra el rico fondo de Veracruz, su estado natal.","Miguel Alemán Valdés, Manuel Ávila Camacho, Andrés Serra Rojas, Juan Sánchez Navarro, Antonio Martínez Báez, Antonio Ortíz Mena, Adolfo Orive Alba, Adolfo López Mateos, Gustavo Díaz Ordaz, Miguel Alemán Velasco, Carlos Noboa, Carlos Lazo, Luis Enrique Bracamontes, Marco Antonio Muñoz,  Luis Gómez Z., Jesús Díaz de León, Jorge Negrete, Arnoldo Martínez Verdugo, David Vargas Bravo, Hesiquio Aguilar, Jorge Pasquel, Enrique Parra Hernández, Vicente Lombardo Toledano, Jorge Piño Sandoval, Fernando Casas Alemán, Irma Serrano, Truman,  Nelson Smith, Guy Ray, Tin Tan, Héctor Mendoza, Carlos Chávez, Manuel Gómez Morín, Daniel Cosío Villegas, José Revueltas, Fernando Román Lugo, Adolfo Ruiz Cortines, Gonzalo M. Santos, Lázaro Cárdenas, Manuel Ávila Camacho, Cándido Aguilar, ","México: Ciudad de México: Palacio Nacional, Palacio de Bellas Artes, Paseo de la Reforma, División del Norte, avenida de los Insurgentes, Viaducto Miguel Aleman, Multifamiliar Miguel Alemán, Jardines del Pedregal de San Ángel, Ciudad Universitaria, San Carlos, Azcapotzalco, Catedral, zócalo, Chapultepec. Guerrero: Acapulco. Ciudad Juárez. Sonora. Estados Unidos: Washington. ","1946-1952, 1948, 1949, 1940, 1950, 1955, octubre de 1948, marzo 29 de abril, mayo de 1947, 1847, 1951, mayo de 1952.",Película documental,,"Dibujos, registros fílmicos, testimonios videorales, programas de TV, cartografía, pinturas, fotografías, hemerografía, dibujos, ficción, documentos, entrevistas","Narración en off, conducción, animación",,,
MXIM-AV-1-11-53,"Adria, urlaubsfilme 1958-1964","ADRIA is an artistic analysis of film as a medium and of its meaning as SCHOOL OF SEEING.The subjects of this analysis are the beginnings of the Austrian hobby and amateur film creation, restricted to holiday movies from the Adriatic Sea.These films are valuable for several reasons:1. The sociological and ethnological value: Documents of a societal restructuring - the first holiday abroad, organizing one’s leisure time.2. The collective value:  The same memories from the same beaches on the same types of films.3. The filmic and cultural history value: Film as a medium for personal expression to a large public.4. The artistic value: Filming as a social ritual with all its staging.The footage was analyzed according to set focal points (image detail, camera movement, etc.) then dissected according to serial aspects (tracking shots, pans, etc.) and edited into new sequences (descriptions, reactions, etc.). These sequences are liberated from their individual isolation and unified in a sequence that reflects the general situation. This general situation reflects upon two aspects. One is the first active involvement with film as a medium - in front of and behind the camera - and the other aspect highlights social contexts such as the first holiday abroad and organizing one’s leisure time.Therefore the private depiction of an individual situation becomes a document of a general situation.  ","Familias: Brunner Szabo, Falkner, Fuchs, Gratzer, Halta, Holzinger, Krebs, Schipek, Stahl","Italia: Piazza del Popolo, Piazza San Francesco, Battistero degli Ariani, Basilicas vitale galla placioia, Milano Marittima, Repubblica di San Marino, ",1954-1968,Película documental,Footage,Registros videográficos,"Narración en off, conducción, animación, intertítulos",,16 mm,
MXIM-AV-1-11-53-1,Film/spricth/viele/sprachen,"21 fragments of a feature film, made in India, found in casablance, adapted in Vienna.  http://www.imdb.com/title/tt0113058/",,India,,Pelicula documental,,Registros videográficos,"Narración en off, conducción, animación, intertítulos",,35 mm,
MXIM-AV-1-11-53-2,Film ist als mehr Film,"24 formula on the medium film. 24 sound quotes on film history. 25 frames of a blink of an eye. Cinema is a battlefield and an amour fou, a time between two blinks of the eye and an artificially delineated territory between two signal beeps. Written by Sixpack Film <office@sixpackfilm.com>  ",,,,Película documental,,Testimonios videorales,"Narración en off, conducción, animación, intertítulos",,35 mm,
MXIM-AV-1-11-54,Regreso a terra,,,"Portugal: Arga de Baixo, Arga de Cima, St. Aginha",,Película documental,,"Testimonios videorales, grabación de campo, entrevistas","Narración en off, conducción, animación, intertítulos",,,
MXIM-AV-1-11-55,Fin de la Guerra,,,,,Pelicula documental,,Registros fílmicos,"Narración en off, conducción, animación, intertítulos",,,
MXIM-AV-1-11-56,Foutura. A Lobi potter tells her story ,"En una aldea Lobi de Burkina Faso, encontramos a Foutura que a través de una entrevista narra el oficio y el arte de hacer ollas propio de las mujeres Lobi que lo consideran una importante parte de su vida no sólo por ser parte de la actividad económica de la comunidad sino por lo que implican las ollas en el desarrollo de la vida cotidiana de esta sociedad. (Elaborado en LAIS)",Foutura,"Burkina Faso, Africa, Lobi,Gaoua, Costa de Marfil , Ghana",1990,Pelicula documental,,"Cartografía, testimonios videorales, entrevistas, grabación de campo",Narración en off,,VHS,
MXIM-AV-1-11-57,Francisco Villa: el Ángel y el Fierro,"Su epopeya encarna una zona profunda del alma mexicana: la del más oscuro y vengativo coraje contra la injusticia. Primero fue apicultor, comerciante y bandolero. Las leyes que oprimían al pobre lo llevaron a unirse a la Revolución madeerista. Su genio militar cristalizó en las victorias de la División del Norte, lo que le valió un lugar en la historia mexicana y la celebridad mundial. Incapaz de doblegarse ante Carranza, la indisciplina y autonomía de Villa hicieron estallar nuevamente la guerra civil. Después depuso las armas a cambio de una hacienda, durante el gobierno de Adolfo de la Huerta, y murió asesinado en una emboscada.","Doroteo Arango, Agustín Arango, Abraham González, Francisco I. Madero, Francisco Villa, General Navarro, Victoriano Huerta, Guillermo (…) Navarrete, Gildardo Magaña, Carlo Jáuregui, Pino Suárez, José María (…), Adolfo  de la Huerta, Felipe Ángeles, Venustiano Carranza,  Rodolfo Fierro, Álvaro Obregón, José María (...), Plutarco Elías Calles, Benjamín Hill, Eulalio  Gutierrez, Emiliano Zapata, John Pershing, Eugenio Martínez","México: Durango, Chihuahua, Ciudad Juárez, Texas, Tucson, Torreón, Zacatecas, Aguascalientes, Sonora, Agua Prieta, Columbbus, Coahuila, Parral","1878, 1910, 1912, abril, septiembre, 15, 23-25 noviembre, 9 de diciembre  1913, 3, 10 de enero, 9 de noviembre , marzo, julio, 15 de agosto, septiembre, diciembre 1914, 6 abril, 11 de septiembre, 14, 19  octubre, 21 de noviembre 1915, 9 de marzo, 16 de septiembre  1916, diciembre 1918, 26 noviembre 1919, 28 julio 1920",Pelicula documental,,"Fotografías, registros fílmicos, cartografía, documentos, hemerografía, música de época,","Narración en off, conducción, incidentales, animación, puesta en escena",,,
MXIM-AV-1-11-58,Frank Lloyd Wright. The office for Edgar J. Kaufman,"Este video de 30 minutos explora el contexto histórico y social  que rodeó al diseño de la oficina por parte de Frank Lloyd Wright para su cliente más distinguido, Edgar J. Kaufmann. Diseñado por Wright entre 1935-37, la oficina fue hecha al mismo tiempo que la famosa casa Fallingwater, también para el Sr. Kaufmann. La cinta expone la personalidad, la creatividad y las circuntancias detrás de la creación de la oficina. Montaje de material fílmico raramente visto y fotografías incorporadas en el documental, acompañadas del comentario de tres hombres cercanos a Wright hasta su última fase creativa: Edgar Tafel (arquitecto, aprendiz del famoso Taliesin Fellowship de Wright, y supervisor de construcción del Fallingwater de Wright), Eric Lloyd Wright (arquitecto, aprendiz del Taliesin y nieto de Wright), y Pedro Guerrero (fotógrafo, que trabajó con Wright desde 1940 hasta la muerte del arquitecto en 1959. El rico audio también incluye lecturas sobre la fascinante correspondencia postal entre Wright y Kaufmann Jr., Olgivanna Lloyd Wright, entre otros. El video fue producido en conjunto con la instalación permanente de la oficina Kaufmann de Frank Lloyd Wright, en el Museo Victoria & Albert, en Londres.",,,,Pelicula documental,,"Documentales, registros fílmicos, pinturas, grabados, hemerografía, testimonios orales, testimonios videorales, publicidad, documentos","Narración en off, conducción, incidentales, animación, puesta en escena",,VHS,
MXIM-AV-1-11-59,Future Remembrance. Photography and Image Art in Ghana,"En las pequeñas aldeas pesqueras de Ghana, un estudio fotográfico es el lugar para ir y conseguir tomarse una foto vistiendo la última moda, o posar con un viejo amigo perdido, lograr obtener un “recuerdo para el futuro” de los vestidos o de cómo dura una amistad, o la manera en que solías vivir. Después, el fotógrafo puede que use eso cuando mueras, ya sea en la creación de una tumba en el cementerio o para pintar tu hiper-realista escultura o cuando graven tu epitafio en la lápida. La fotografía tiene una larga historia en Ghana y es parte importante en la vida diaria. Philip Kwame Apagya, dueño del ""Foto Estudio Normal de P.K."", muestra sus pinturas, su ""divisor de cuartos"", que la gente cree real y además suya! Él nos conduce al laboratorio de color, la importación más significativa para la fotografía ghanesa. Distintos artistas presentan pinturas que sirven como fondo de las fotos hiperreales, avances tecnológicos en cuestiones fotográficas, un ingenioso método para procesar negativos; el arte de ver y atrapar.  Los fotógrafos en Ghana celebran ambas cosas: el realismo de la ilusión y la ilusión del realismo.",,,,Película documental,,"Documentales, registros fílmicos, pinturas, grabados, hemerografía, testimonios orales, testimonios videorales, publicidad, documentos","Narración en off, conducción, incidentales, animación, puesta en escena",,VHS,
MXIM-AV-1-11-60,Guia Too,"Este video tan frondoso como el bosque mesófilo que en él se retrata, da a conocer la belleza y delicado poder de la montaña Poderosa, y la relación que con ella tienen los indígenas zapotecos del rincón de la Sierra Juárez. La belleza, imponente y delicada naturaleza, los campesinos que viven en su regazo y los momentos espontáneos, forman una narrativa que constantemente permuta entre el documental, el ensayo y la poesía.",,,,Película documental,,"Documentales, registros fílmicos, pinturas, grabados, hemerografía, testimonios orales, testimonios videorales, publicidad, documentos","Narración en off, conducción, incidentales, animación, puesta en escena",,VHS,
MXIM-AV-1-11-61,¡Hay Tamales! La muestra del tamal en México,"Reportaje sobre la ""Primera Semana Nacional del Tamal"", celebrado en el Museo Nacional de Culturas Populares de la Ciudad de México en 1992, y presenta la exposición al público de variedades del tamal en diversas regiones de México y en otros países.",,,,Película documental,,"Documentales, registros fílmicos, pinturas, grabados, hemerografía, testimonios orales, testimonios videorales, publicidad, documentos","Narración en off, conducción, incidentales, animación, puesta en escena",,VHS,
MXIM-AV-1-11-62,Historia Argentina 1776-1880,"El primero de una serie de documentales sobre la historia de la República Argentina que abarca desde la época precolombina, pasando por las escasas tribus indígenas, la llegada de los primeros colonos europeos a la región de Mar del Plata y la consolidación del que sería el tercer virreinato: el del Río de la Plata. La evolución histórica que tuvo esta singular colonia y su proceso de independencia, a la par de los de otras regiones de América, hasta sus primeros años para llegar a constituirse como nación y enfrentarse a problemas de otro tipo.",,,,Película documental,,"Documentales, registros fílmicos, pinturas, grabados, hemerografía, testimonios orales, testimonios videorales, publicidad, documentos","Narración en off, conducción, incidentales, animación, puesta en escena",,VHS,
MXIM-AV-1-11-63,Historia Argentina 1880-1930,"El desarrollo de la República Argentina con respecto a la política interna, a su sociedad misma con respecto al exterminio de los indígenas y la gran migración europea de la que fue objeto la reciente nación, que la fueron forjando a través del tiempo, sin olvidar el notable desarrollo económico del que gozaron. Un verdadero trabajo historiográfico sobre la historia argentina hasta la época contemporánea.",,,,Película documental,,"Documentales, registros fílmicos, pinturas, grabados, hemerografía, testimonios orales, testimonios videorales, publicidad, documentos","Narración en off, conducción, incidentales, animación, puesta en escena",,VHS,
MXIM-AV-1-11-64,Historia Argentina 1930-1955,"El tercer documental de la serie ""Historia Argentina"" comprende el periodo entre 1930-1950, un lapso importantísimo en la historia de los argentinos en cuanto a política y sociedad se refiere. Se documenta visualmente la implantación de la dictadura militar y los primeros golpes de estado sufridos por los gobiernos democráticos, así como el gran impacto del peronismo en casi todos los ámbitos de la vida en Argentina. Los factores culturales no quedan excluidos y se muestra la gran influencia europea que ha mostrado siempre la sociedad argentina, siendo un caso a parte comparada con otros países latinoamericanos.","Hilda Sàbato (historiadora), ","Inglaterra, Francia, Argentina, Buenos Aires",1501-1899,Película documental,,"Documentales, registros fílmicos, pinturas, grabados, hemerografía, testimonios orales, testimonios videorales, publicidad, documentos","Narración en off, conducción, incidentales, animación, puesta en escena",,VHS,
MXIM-AV-1-11-65,"Lázaro Cárdenas, Entre el pueblo y el poder","Este documental del sexenio del general Cárdenas cubre uno de los más vigorosos periodos de cambio político en la historia del México moderno. Muy central es el doble filo que el nuevo régimen representó: un énfasis en el bienestar de la mayoría, pero también en el fortalecimiento de un Estado corporativista.","Lázaro Cárdenas, Plutarco Elías Calles, Luis González y González, Longino Rojas, Eulogio Ortíz, Susana Glantz, Fidel Velázquez, Lombardo Toledano, Luis Napoleón Morones,  Carlos Martínez Assad, David Vargas Bravo, Manuel Gómez Morín, Saturnino Zedillo,  Gilberto Guevara Niebla, Othón Salazar, Adolfo Fernández Hurtado, Joseph Daniels, Múgica, Eduardo Suárez, Adolfo Gilly,  Heberto Castillo, Roosvelt, Hitler, Raúl Castellano, Daniel Cosío Villegas, Remedios Varo, León Felipe, Rodolfo  Halffter, José Puche, León Trotsky,  Manuel Moreno Sánchez, Manuel Ávila Camacho, Juan Abreu Almazán, Carolina Escudero, Adolfo Orive Alba, Miguel Alemán, Ruiz Cortines, López Portillo, Fidel Castro, Gustavo Díaz Ordaz,  Pedro Herminio Zeferino","México: Ciudad de México: Bellas Artes, Catedral, Nevado de Toluca, Casa de España, Colegio de méxico, Coloonia Roma, Tlatelolco. Estados Unidos: Texas, California: San Diego. Yucatán. Michoacán. San Luis Potosí. Etiopía. Japón.  Italia.","30 de noviembre 1934, 11 junio de 1935, 9 de abril, octubre  de 1936, 1938,  septiembre 1939, 1, 18 marzo de 1938, 7 de diciembre de 1941, 15 de septiembre de 1936, 7 junio de 1937, diciembre de 1940, septiembre de 1942, octubre de 1968, octubre de 1970",Película documental,,"Fotografías, noticieros fílmicos, hemerografía, registros fílmicos, cartografía, peliculas de ficción, documentos,  testimonios videorales, dibujos, pinturas, testimonios orales","Narración en off, conducción, incidentales, animación, puesta en escena",,,
MXIM-AV-1-11-66,Swagatam,,"Kirit Morat, Lacmi Bay, Megi Carsane, Vanita Megi, Champaklal Raghuvanshi, Babita Champaklal",India. Portugal,05 de octubre 1997,Película documental,,"Registros fonográficos, testimonios videorales, registros videográficos","Narración en off, conducción, incidentales, animación, puesta en escena",,,
MXIM-AV-1-11-67,Vivir en la lucha libre,,"Wolf Ruvinskis, Tinieblas, Lola gonzález, Salvador Lutteroth, Francisco Alonso Lutteroth, Huracán Ramíerz, Fray Tromenta, Ray Mendoza, La Fiera, Mil Máscaras, El Enmascarado, El murciélago enmascarado, Karloff Lagarde Jr., Atlantis, Charles Bronson, Blue Demon, Rodolfo Guzmán Huerta ""El Santo"",  El Hijo del Santo, Negro Casas, Scorpio, Niebla,  Miguel de la Madrid, Superbarrio, Brazo de oro, Supergay, Guerrero del futuro, Subcomandante Marcos, Deudis, Carlos Salinas de Gortari, Superanimal","México: Ciudad de México: Arena México, Reforma. Estado de México: Toreo de cuatro Caminos. Monterrey. Hidalgo: Tulancingo.","21 septiembre de 1933, abril de 1934, 1965, 26 de octubre de 1993, 26 de julio de 1942, 1961, 1963, 11 de enero de 1984, 22 de agosto de 1982, 19 de septiembre de 1997, 1989, 19 de septiembre de 1985, 1 de enero de 1994, 1995",Película documental,,"Registros fílmicos, testimonios videorales, dibujos, fotografías, publicidad, pinturas, hemerografía, programas de TV, ficción","Narración en off, conducción, incidentales, animación, puesta en escena",,,
MXIM-AV-1-11-68,Home of the Wandering Souls,"Entlebuch es un área rural cercana a los Alpes en el centro de Suiza que tiene la reputación de permanecer en el pasado. Esta película fue tratada con los habitantes de la región y sus actitudes de identidad, creencias y supersticiones en su vida contemporánea entre tradición y modernidad. Cuentos e historias de varios de los protagonistas a cerca de sus propias vidas muestra el ancho del rango en cuanto a las actitudes y proporciona una visión hacia la identidad del valle.",,,,Película documental,,"Registros fílmicos, testimonios videorales, dibujos, fotografías, publicidad, pinturas, hemerografía, programas de TV, ficción","Narración en off, conducción, incidentales, animación, puesta en escena",,VHS,
MXIM-AV-1-11-69,"José López Portillo, El abolengo criollo","López Portillo es un hombre que, como buen géminis, parece que ha vivido permanentemente en las ambigüedades: lo enorgullece su ascendencia de conquistadores españoles y ha creído ser la reencarnación de Quetzalcóat. Desde niño fue muy peleonero, y su sensibilidad le inspiró desde la adolescencia un gran interés por la filosofía, la reigión y la pintura. Se ha definido a sí mismo como un púgil con ribetes de intelectual. De joven, influido por su padre, se alejó de la política. Después se convirtió en presidente de México.l","José López Portillo y Pacheco, Don Alonso López del Portillo, Francisco de Ibarra, Quetzalcóatl, Guadalupe Rivera Marín, Jesús López Portillo y Serrano, José López Portillo y Rojas,  Porfirio Díaz, Francisco I. Madero,  Victoriano Huerta, Refugio Pacheco, Venustiano Carranza,  Jorge Díaz Serrano, Luis Echeverría Álvarez, Lázaro Cárdenas, Juan Abreu almazán, Manuel Ávila Camacho, diego Rivera, José Clemente Orizco, David Alfaro Siqueiros, Félix Galindo, Miguel Alemán, Carmen Román, Rodolfo Sánchez Taboada, López Mateos, Guillermo Rosel, Gustavo Díaz Ordaz, Emilio Martínez, Mario Ramón Beteta, Fausto Zapata Loredo, Profirio Muñoz  Ledo, Ricardo Garibay, ","México: Ciudad de México: colonia Juárez, colonia Roma sur, colonia Del Valle, San Ildefonso, Ciudad Universitaria. Jalisco: Chamela. Veracruz, Oaxaca. España: Caparroso: Navarro. Nueva España: Nueva Vizcaya. Filipinas. Alaska","16 de junio de 1920, 1976-1982, siglo XVI, 1703, 1913, 13 de octubre de 1913, 1918, 1923, 1937, 1938, diciembre 1940, 1943, 1946, 1947, 1958, 1960, 1965, 1973, 1975",Película documental,,"Registros fílmicos, testimonios videorales, dibujos, fotografías, publicidad, pinturas, hemerografía, programas de TV, ficción","Narración en off, conducción, incidentales, animación, puesta en escena",,,
MXIM-AV-1-11-70,Kayapos. Planet des hommes (Los Kayapos. Planeta de hombres),"[Surnommé l'Indien blanc et pourtant originaire de Malmédy, Jean- Pierre Dutilleux a vingt-trois ans lorsqu'il part au Brésil où il partage la vie d'une tribu d'Indiens kayapos. Il réalise un premier film en 1976 qui témoigne de sa rencontre avec Raoni, chef charismatique à qui il consacrera deux ans plus tard un long métrage nominé aux Oscars. Grâce à cette reconnaissance internationale, il réalise avec Raoni et le chanteur Sting une tournée mondiale de sensibilisation aux problèmes de destruction des forêts tropicales, et plus particulièrement de la forêt amazonienne... Aujourd'hui, Jean-Pierre Dutilleux continue son combat avec Raoni et poursuit son travail de cinéaste, filmant les ethnies menacées dans les lieux les plus reculés de la planète.]",,,,Película documental,,"Registros fílmicos, testimonios videorales, dibujos, fotografías, publicidad, pinturas, hemerografía, programas de TV, ficción","Narración en off, conducción, incidentales, animación, puesta en escena",,VHS,
MXIM-AV-1-11-71,Këdung Ajdk. Servir al pueblo,"En el municipio oaxaqueño de Espíritu Santo Tamazulapan Mixe, México, las personas que fungen como autoridades brindan un servicio a la comunidad. Este documental muestra las complejas tareas que se deben cumplir en uno de los cargos: el de comisariado de bienes comunales. Capturando momentos de resolución de conflictos agrarios entre comuneros, y con un municipio colindante, apreciamos el senntido de servicio, la sensibilidad y profunda sabiduría que guía a estas personas para mantener orden, procurar justicia y servicio al pueblo.",,,,Película documental,,"Registros fílmicos, testimonios videorales, dibujos, fotografías, publicidad, pinturas, hemerografía, programas de TV, ficción","Narración en off, conducción, incidentales, animación, puesta en escena",,VHS,
MXIM-AV-1-11-72,Kurihipuecha en´ka tirekastiksi juatarahua (Los hombres que viven del bosque),"Testimonial de un grupo indígena purépecha en el que presentan su forma de organización para extraer y explotar la brea, reflexionando sobre el deterior del medio ambiente anteponiendo valores culturales referentes al cuidado y protección del mismo atribuidos a sus antepasados. De este modo, logran sacar provecho de esta suerte de ""industria"" que la comunidad ha constituido  para su desarrollo.",,,,,,"Registros fílmicos, testimonios videorales, dibujos, fotografías, publicidad, pinturas, hemerografía, programas de TV, ficción","Narración en off, conducción, incidentales, animación, puesta en escena",,VHS,
MXIM-AV-1-11-73,L' America a Roma,"El mundo de Hollywood de los grandes años del cine western norteamericano y su notable impacto en la industria fílmica italiana de los años sesenta. En ella se desarrollaron muchos actores y stunts quienes marcaron toda una época en la que dejaron un sello muy distintivo en el género. Testimonios de una gran época en que el auge de este tipo de filmes marcó la vida de estos actores, así como la iomposición de patrones identitarios y nuevos estereotipos sobre ""lo americano"", ante la visión de los cinéfilos europeos de aquellos años.",,,,Película documental,,"Registros fílmicos, testimonios videorales, dibujos, fotografías, publicidad, pinturas, hemerografía, programas de TV, ficción","Narración en off, conducción, incidentales, animación, puesta en escena",,VHS,
MXIM-AV-1-11-74,La balada de John O'Rilley,"Este muy curioso pero bien sustentado documental nos presenta la semblanza de John O'Reilly, un singular soldado de la Guerra de Intervención norteamericana, de origen irlandés, que por azares del destino ingresó a territorio mexicano en donde, en vez de encontrar enemigos a quienes combatir halló una cultura y sociedad que le resultaron mucho más familiares que lo que le ofrecía la estadounidense, al grado de unirse al bando mexicano y adoptar todos los elementos de la vida cotidiana mexicana, con la religión como principal factor de adhesión.",,,,Película documental,,"Registros fílmicos, testimonios videorales, dibujos, fotografías, publicidad, pinturas, hemerografía, programas de TV, ficción","Narración en off, conducción, incidentales, animación, puesta en escena",,VHS,
MXIM-AV-1-11-75,La batalla de Tepoztlán,"Entre 1995 -1997 se desarrolló una lucha de los tepoztecos por defender su territorio contra una compañía trasnacional asociada a políticos inversionistas durante el malogrado gobierno del general Jorge Carrillo Olea. La batalla fue larga y finalmente, los tepoztecos triunfaron en toda la línea. Esta es la historia de la batalla de Tepoztlan Morelos",Jorge Carrillo Olea,"Tepoztlán, Morelos, México",1994- 2000,Película documental,,"Registros fílmicos, testimonios videorales, dibujos, fotografías, publicidad, pinturas, hemerografía, programas de TV, ficción","Narración en off, conducción, incidentales, animación, puesta en escena",,DVD,
MXIM-AV-1-11-76,La batalla por Ciudadano Kane,,,,,,,"Registros fílmicos, testimonios videorales, dibujos, fotografías, publicidad, pinturas, hemerografía, programas de TV, ficción","Narración en off, conducción, incidentales, animación, puesta en escena",,,
MXIM-AV-1-11-77,"Ya baramb tenga: Our ancestors' earth, a mossi village","Sapéo es una villa tradicional con un interesante trasfondo mítico. En este viejo poblado se da un maravilloso ritual de gran importancia para la sociedad Mossi. Sápeo esta constantemente involucrada en un proceso de aculturación. En estos días la artesanía en alfarería, herrería o tejido cada vez es menos practicada. Estos cambios se han podido ver particularmente en la arquitectura. El filme muestra varias actividades del pueblos, las diferentes técnicas de construcción, las dificultades económicas, el desarrollo social y el trasfondo religioso. Con entrevistas conducidas por el realizador de filmes africano Augustin Taoko, los habitantes del pueblo hablan a cerca de su historia, su economía, su situación social y sus tradiciones de construcción.",,,,Película documental,,"Registros fílmicos, testimonios videorales, dibujos, fotografías, publicidad, pinturas, hemerografía, programas de TV, ficción","Narración en off, conducción, incidentales, animación, puesta en escena",,VHS,
MXIM-AV-1-11-78,La fiesta del fuego. XIII Festival de la Cultura Caribeña,"Reportaje sobre el XIII Festival de la cultura caribeña, en donde se expone la riqueza de la cultura afroamericana de la región con festividades folclóricas de todo tipo. Un punto de encuentro para las poblaciones caribeñas provenientes de distintos países como son México, Cuba, República Dominicana, entre otros, con el fin de destacar la pluralidad de esta cultura en cuanto a la danza, la música y el folclor característico de cada región de estos sectores ""hermanos"".",,,,Película documental,,"Registros fílmicos, testimonios videorales, dibujos, fotografías, publicidad, pinturas, hemerografía, programas de TV, ficción","Narración en off, conducción, incidentales, animación, puesta en escena",,VHS,
MXIM-AV-1-11-79,La guerra de Chiapas,"La guerra de Chiapas es al mismo tiempo una espontánea crónica de los doce días que sigueron al alzamiento zapatista del 1 de enero del 94 y un clásico del video docuemntal mexicano. En esta, la vigésima emisión de Canal 6 de Julio, se conserva la memoria de los históricos sucesos que rodearon a la sorpresiva irrupción del EZLN y la atmósfera de las intensas jornadas en los Altos de Chiapas y el Distrito Federal. Prologado por un, todavía vigente, comentario escrito por el historiador Lorenzo Meyer, La Guerra de Chiapas constituye un docuemnto audiovisual de indiscutible importancia.","Lorenzo Meyer, Carlos Salinas de Gortari, subcomandante Marcos, Felipe Aguirre Franco, Absalón Castellanos, Patrocinio González Garrido, Colosio, Eloy cantú, Ismael Romero, Elia Baltazar, Jacobo Zabludovsky, Valemón Cabrera, Jorge Carpizo, Manuel Camacho, Elmer Setzar, Samuel Ruiz","México: Chiapas: Palenque, San Cristóbal de las Casas, Ocosingo, Las Margaritas, Selva Lacandona, Tuxtla Gutiérrez, Altamirano. Ciudad de México: Zócalo","agosto y septiembre de 1993, 1992, 1, 2, 4, 5, 10, 12, 16 enero de 1994",Película documental,,"Registros fílmicos, testimonios videorales, dibujos, fotografías, publicidad, pinturas, hemerografía, programas de TV, ficción","Narración en off, conducción, incidentales, animación, puesta en escena",,VHS,
MXIM-AV-1-11-80,La lactancia de Pedrito,,,,,,,"Registros fílmicos, testimonios videorales, dibujos, fotografías, publicidad, pinturas, hemerografía, programas de TV, ficción","Narración en off, conducción, incidentales, animación, puesta en escena",,,
MXIM-AV-1-11-81,La línea paterna,"Un cineasta recupera fotos y películas tomadas por su abuelo en Papantla, Veracruz, en los años 20 y 30, y con ellas y otros documentos fílmicos, elabora una meditación sobre los estragos del tiempo en el cine y la vida. La cinta evoca y recupera el mundo perdido cuyas raíces alcanzan el presente gracias a la vigencia del cine, de los ritos y las costumbres familiares.",,,,Película documental,,"Registros fílmicos, testimonios videorales, dibujos, fotografías, publicidad, pinturas, hemerografía, programas de TV, ficción","Narración en off, conducción, incidentales, animación, puesta en escena",,VHS,
MXIM-AV-1-11-82,La plaza de los miércoles,"Estructirado a partir de las marchas semanales y a atrvés de las historias personales de cuatro miembros del Movimiento de Jubilados de la Capital Federal, se hilvanan otras historias de vida que conforman la memoria política del país.","Menem, Angela Blanco, Armonía Díaz, Héctor Arrozarena, Pablo Kiblisky",Argentina,"1936, 1960, 1990",Película documental,,"Registros fílmicos, testimonios videorales, dibujos, fotografías, publicidad, pinturas, hemerografía, programas de TV, ficción","Narración en off, conducción, incidentales, animación, puesta en escena",,,
