 DÉCADA 1980-1989,,,,,,,,,,,,
,,,DESCRIPTORES,,,ESTRUCTURA INTERNA,,,,,,
MXIM-AV-1-10-36,"Purépechas, los que viven la vida","Testimonio de la problemática socioeconómica y los cambios que han sufrido los purépechas en su vida tradicional, debido a la influencia de nuevos patrones culturales y al mestizaje. Esta producción nos transporta a la vida cotidiana, trayectoria artesanal, y al mundo mítico y festico-religioso de los habitantes de la meseta purépecha de Michoacán, especialmente de las regiones lacustre y serrana.",,,,Película documental,,"Hemerografía, animación","Entrevista, grabación de campo",,VHS,
MXIM-AV-1-10-37,Reporters,"El documental traza el a veces ingrato, cínico y difícil mundo de los fotógrafos de la agencia fotográfica Gamma, fundada por Raymond Depardon, el director de la película. A través de su vida, la vida política y social de las personas en general también se representa. Escrito por LH Wong < lhw@sfs.org.sg > http://www.imdb.com/title/tt0082986/","Marc Bilka, Bongo Gabon, Francis Apesteguy, Jean Claude Francolon, Yvon Bourges, Joel Le Theule, Christian Bonnet, Patrick Siccoli, Jacques Chirac, Vaclav Neumann, Florys de Bonneville, Francois Lehr, Arnaud de Wildenberg, Jean Dausset, Roissy, Jean Monteux, Francois Caron, Jean-Gabriel Barthelemy, Christina Onassis, Jean Luc Godard, Max Menier, Jacques Rigaux, Richard Gere, Mairie de Conflans, Michel Rocard, Yvan Levai, Gene Kelly, Mireille Mathieu, Yves Mourousi, Francois Mitterrand, Nathalie Hocque, Daniel Simon, Coluche, Joel Le Theule, Roger Therond","Francia: París: Arc del Triumph, Hotel Plaza Ahténée, Ministère des Armés, Rue Copernic, Champs- Elysées, Agence GAMMA, Hôpital Ambroise Paré, Conseil des Ministres, Rue Saint Dominique, Avenue Foch, Cinémathèque Francaise, Hôtel  George V, Sainte Honorine, Hôtel Ritz, Palais du Luxembourg, Place Vendôme Soirée Cartier, Théâtre du Gymnase, Fort de Vincennes, Grand Palais","octubre de 1980, 12 de novimenre 1980",,,Testimonios videorales,Grabación de campo,,,"Reporters Presenté par Raymond Depardon, Reporters vu par Raymond Depardon"
MXIM-AV-1-10-38,Rescate de la abeja nativa de Yucatán,"Reportaje de difusión académica en la que se presenta la preservación y explotación de una especie de abejas, valorando la antigua tradición de los mayas, quienes también contribuían a esta labor con el fin de elevar su cosmovisión hacia el terreno de la economía, actividad que actualmente tiene gran arraigo entre muchos pobladores de Yucatán.",,,,,,"Fotografía, pintura,grabado, hemerografía","Entrevista, grabación de campo",,VHS,
MXIM-AV-1-10-39,Reunión de madres y padres (en una escuela secundaria),"Video que reflexiona sobre el papel de los padres de familia dentro de la vida de los estudiantes. Analiza las posturas que asumen madres y padres sobre las problemáticas familiares y su trascendencia en los resultados escolares de los alumnos. Por medio de testimoniales, analiza las expectativas de los padres cuando son llamados a reuniones en la escuela, enfatizando que los padres regularmente niegan la existencia de problemas en sus hijos. De igual forma explora los conceptos familiares sobre la educación secundaria y en general sobre la educación. Denuncia la falta de participación de los padres en el proceso educativo de sus hijos, pero busca orientar a los padres para buscar una alternativa para mejorar esta situación. ","Jesús Berenguer, Lucrecia Capello, Ana María Castel, Alejandro Copley, Mónica Estevez, Ana Nisenson, Henny Trayles, Manuel Vicente, Eleonora Wexler",,,,,Dibujo,"Grabación de campo, voz en off, conducción, ficción",,,
MXIM-AV-1-10-40,Urgencias,"Siete años después de San Clemente, Depardon retomará su retrato de la marginalidad en el ámbito psiquiátrico emplazando su cámara en el Servicio de Urgencias Psiquiátricas del Hôtel-Dieu, en París. Depardon optará esta vez por el estatismo de una cámara que basculará entre la lejana distancia de observación y la extrema cercanía de su participación emotiva con los pacientes retratados, traídos la mayoría de ellos por la policía, y que tratarán de conformar un discurso que dé cuenta de su malestar y desesperación. http://www.divxclasico.com/foro/viewtopic.php?t=53339",,Francia: Paría: Hotel Dieu,,Película documental,,Grabación de campo,Grabación de campo,,,
MXIM-AV-1-10-41,"Tiempo de victoria: El Salvador, ocho años de guerra","Documental cinematográfico realizado por el Sistema Radio Venceremos como una remembranza de la lucha armada. Informe de ocho años de guerra, muestra los hechos más importantes ocurridos desde antes de la ofensiva de 1981 hasta octubre de 1988. Imágenes de personas asesinadas por escuadrones de la muerte, manifestaciones, vida en campamentos, talleres de creación de armas, combates tanto en la zona rural como urbana, personajes relevantes de izquierda como gubernamentales. Entrenamientos de las fuerzas guerrilleras y la Fuerza Armada Salvadoreña,  entrevistas a comandantes del FMLN, entre otros aspectos.http://argentina.indymedia.org/news/2006/05/411086.php","Oscar Arnulfo Romero (Monseñor Romero), Francisco Adolfo Castillo, Rogelio Poncelle, Fermán Cienfuegos, Facundo Guardado, Guillermo Manuel Ungo, Miguel Ventura, Jorge Meléndez, Caspar Weinberger, Medardo González, Radio Farabundo Martí, Radio Venceremos, Francisco Mena Sandoval, Domingo Monterrosa,  Adolfo Onecífero Blandón, Leonel González, Shafick Handal,  Joaquín Villalobos, Roberto Roca, José Napoleón Duarte, Herbert Anaya Sanabria, Rubén Zamora, Humberto Zenteno, Febe Velazquez, Rigoberto Orellana, Mercedes del Carmen Letona, Wilfredo Varillas, Guillermo Guevara Lacayo, Alfonso Rey Prendes, Fidel Chávez Mena,  Eugenio Vides Casanova, René Emilio Ponce, Ana Guadalupe Martinez. ","Nicaragua,  E. U., Honduras, El Salvador: San Salvador, San Vicente, Morazán: Prquin, Joateca, Corinto, Cacaopera, Ciudad Barrios, San Miguel, San agustín, Usulután, La Palma , Chalatenango, Ayagualo, La Libertad, San Vicente, Golfo de Fonseca, Volcán Cacahuatique, Cantón La Joya, San Vicente, El Paraiso, Chalatenango, Ilopango, San Miguel, La Unión, Santa Ana, Sensuntepeque, Volcán de Santa Ana, Guatemala. ","22 de enero, 29 de enero, marzo, noviembre, diciembre de 1980, 10 de enero, junio1981, junio 1982,  1983, 4 octubre 1987, 15 octubre 1987, 7 noviembre 1984,  septiembre 1983, octubre 1984, mayo 1988, marzo 1988, 21 febrero 1986,  24 marzo 1984, 10 octubre 1986,  26 julio 1987,  agosto 1987,  septiembre 1987, octubre 1987, 30 de abril 1988, 26 de junio 1988, 30 julio 1988, 13 septiembre 1988, 15 septiembre 1988, 14 de septiembre 1988, agosto 1987.",Película documental,,"Testimonios videorales,testimonios orales,  registros fílmicos de archivo, registros radiofónicos, cartografía","Grabación de campo, voz en off, conducción, entrevistas, incidentales, música de época",,,
MXIM-AV-1-10-42,"Saumialuk ""Le Grand Gaucher""","El realizador y su equipo regresan al Ártico en busca de la comunidad de Nanook y la aldea inuit.  Ahora más de cincuenta años después, esta comunidad ahora modernizada y en desarrollo es enfrentada al video que en los veinte le dio la vuelta al mundo, mostrando las particularidades de la vida esquimal.   ",,,,Película documental,,"Registros fílmicos, fotografía",Grabación de campo,,VHS,
MXIM-AV-1-10-43,Semana Santa entre los mayos,El documental nos muestra la particular interpretación que el pueblo mayo hace de la Semana Santa. Esta celebración cristiana coincide y se entremezcla con el inicio de su ciclo agrícola. El cortometraje permite observar el sincretismo donde se aprecian ritos y danzas propiciatorias para asegurar el éxito de la siembra.,,,,Película documental,,,Grabación de campo,,VHS,
MXIM-AV-1-10-44,"Taller de trovadores Xichu, Gto.","La sensibilidad, las vivencias personales y comunitarias, la poesía y el talento se conjugan dentro de la comunidad guanajuatense de la Sierra de Xicho, en donde un grupo de hombres trovadores dan forma a una ya vieja tradición de enseñanza, aprendizaje y ejecución de las técnicas músicales que caracterizan el terruño. Desde jóvenes, los aspirantes a adquirir estos conocimientos artísticos aprenden lo que hay que saber sobre la composición de las melodías que reflejan las experiencias y el pensar cotidiano del trovador con respecto a lo que a su alrededor se manifiesta, en el plano artístico y social.",,,,Película documental,,,"Entrevista, grabación de campo, puesta en escena",,VHS,
MXIM-AV-1-10-45,Knochenumbettung,,,Sumatra,,Documental,Etnográfico,Grabación de campo,,,,
MXIM-AV-1-10-46,La balada del pequeño soldado,"Herzog vuelve a las selvas que tan bien retrató en las ficciones de Aguirre, la cólera de Dios y Fitzcarraldo, para ofrecernos un escalofriante documental sobre los estragos del sandinismo en Nicaragua. Aunque de antemano se nos advierte que la visión de los indios miskitos -y por extensión, la de Herzog- sobre la situación en 1984, es que ahora se alinean con la 'contra' en enfrentamiento con los sandinistas, como antaño lo hicieron con éstos para oponerse a Somoza, y que tal vez vuelva a ocurrir otro tanto cuando el sandinismo caiga. La historia de los liberadores transformados en opresores se repite con demasiada frecuencia, como también supo recoger Hergé en su último álbum de Tintín, 'Tintín y los pícaros', publicado en 1976. http://www.avalon.me/distribucion/catalogo/La-balada-del-pequeno-soldado",Pueblo miskito. Somoza. ,Nicaragua: Sang Sang. Asang. Tapamlaya.  Honduras,Febrero de 1984. 1981. 1982.,Película documental,,"Grabación de campo, fotografía, testimonios videorales","Grabación de campo, voz en off, conducción, entrevistas ",,16 mm,
MXIM-AV-1-10-47,Mer dare ó Nas vek,"Reflexión iconográfica sobre el siglo XX, realizada a través de material de archivo del cosmos, la luna, y las partidas. Los films de Pelechian, comienzan a incluir una temática de la nostalgia.http://www.divxclasico.com/foro/viewtopic.php?t=48100","Neil Amstrong, Guiorgui Beregovoi",,,Película documental,Footage,Registros fílmicos de archivo,Incidentales,,,
MXIM-AV-1-10-48,Sir Anthony Van Dyck: Samson and Delilah (Sir. Antonio van Dyck: Sanson y Dalila),"Esta película explora la vida y postura de Antonio van Dyck, a través de su obra Sansón y Dalila, alrededor del año 1630 y que se encuentra alojada en el Museo de Historia del Arte en Viena. 100 Obras maestras de los grandes museos del mundo es una de las series de televisión de mayor éxito en el arte. El original fascinó por la nueva calidad de imagen, con el viaje especial a través de la historia del arte. En 10 encuestas cortas de arte de autores de renombre, ofreció una visión más profunda de las obras maestras del Museo de Viena - Ampliamente ilustrado y convincente abrió en 1891 abrió con el rico patrimonio artístico de la familia imperial de los Habsburgo, el museo sigue siendo una de las colecciones más importantes del mundo que funciona desde Egipto a Occidente","Sir Anthony Van Dyck (pintor alemán  de Sanson y Dalila), Peter  Paul Rubens (pintor flamenco)",Viena: Kunsthistorische Museum.,1628-1630 (años entre los cuales Van Dyck pintó  Sansón y Dalila).,Documental,,"Pinturas, testimonio oral","Voz en off, conducción",,,
MXIM-AV-1-10-49,Lorenzo Lotto: Madonna and Child (Lorezo Lotto: Virgen con el niño con Santa Catalina y San Jacobo),"Esta película explora Lorenzo Lotto de Virgen con el niño con Santa Catalina y San Jacobo, terminada alrededor del año 1530 y ubicado en el Museo de Historia del Arte en Viena. 100 Obras maestras de los grandes museos del mundo es una de las series de televisión de mayor éxito en el arte. El original fascinó por la nueva calidad de imagen, con el viaje especial a través de la historia del arte. En 10 encuestas cortas de arte de autores de renombre, ofreció una visión más profunda de las obras maestras del Museo de Viena - Ampliamente ilustrado y convincente abrió en 1891 abrió con el rico patrimonio artístico de la familia imperial de los Habsburgo, el museo sigue siendo una de las colecciones más importantes del mundo que funciona desde Egipto a Occidente","Lorenzo Lotto (pintor italiano de Virgen y niño con Sta. Catalina y Santiago el Grande ), Mantegna  (pintor), Giovanni Bellini (pintor)",Viena: Kunsthistorische Museum.,1530 (año en que Lorenzo Lotto pintó Virgen y niño).,Documental,,"Pinturas, testimonio oral","Voz en off, conducción",,,
MXIM-AV-1-10-50,Jacob van Ruisdael: The Large Forest (Jacob van Ruisdael: El bosque grande),"Esta película explora la obra: El bosque grande de Jacob van Ruisdael, ubicado en el Museo de Historia del Arte en Viena. 100 Obras maestras de los grandes museos del mundo es una de las series de televisión de mayor éxito en el arte. El original fascinó por la nueva calidad de imagen, con el viaje especial a través de la historia del arte. En 10 encuestas cortas de arte de autores de renombre, ofreció una visión más profunda de las obras maestras del Museo de Viena - Ampliamente ilustrado y convincente abrió en 1891 abrió con el rico patrimonio artístico de la familia imperial de los Habsburgo, el museo sigue siendo una de las colecciones más importantes del mundo que funciona desde Egipto a Occidente","Jacob Van Ruisdael (pintor holandés de El bosque grande),  Peter  Paul Rubens (pintor flamenco de Paisaje en una tormenta de truenos),  Nicolás Poussain (pintor francés)",Viena: Kunsthistorische Museum. Holanda: Haarlem,1628 ó 1629 (nacimiento de Ruisdael). 1682 (muerte de Ruisdael).  ca. 1650  (década en la que pintó El bosque grande). Ca.1630 (década en la que Rubens pintó Paisaje en una tormenta de truenos).  1643 (pintura de Poussain).,Documental,,"Pinturas, testimonio oral","Voz en off, conducción",,,
MXIM-AV-1-10-51,Joachim Patinier: The baptism of Christ (Joaquín Patinier: El Bautismo de Cristo),"Esta película explora la obra: El bautismo de Cristo (ca. 1515)  ubicado en el Museo de Historia del Arte en Viena. 100 Obras maestras de los grandes museos del mundo es una de las series de televisión de mayor éxito en el arte. El original fascinó por la nueva calidad de imagen, con el viaje especial a través de la historia del arte. En 10 encuestas cortas de arte de autores de renombre, ofreció una visión más profunda de las obras maestras del Museo de Viena - Ampliamente ilustrado y convincente abrió en 1891 abrió con el rico patrimonio artístico de la familia imperial de los Habsburgo, el museo sigue siendo una de las colecciones más importantes del mundo que funciona desde Egipto a Occidente","Joachim Patinier (pintor holandés de El bautismo de Cristo), Durero (pintor)","Viena: Kunsthistorische Museum. Holanda: Haarlem. Holanda: Dinant, Namur",ca. 1515-1520 (periodo entre el cual se piensa Patinier pintó El bautismo de Cristo).,Documental,,"Pinturas, testimonio oral","Voz en off, conducción",,,
MXIM-AV-1-10-52,Hans Memling: St. John Altarpiece (Hans Memling: El retablo de San Juan),"Esta película explora la obra: El retablo de San Juan (ca. 1490), ubicado en el Museo de Historia del Arte en Viena. 100 Obras maestras de los grandes museos del mundo es una de las series de televisión de mayor éxito en el arte. El original fascinó por la nueva calidad de imagen, con el viaje especial a través de la historia del arte. En 10 encuestas cortas de arte de autores de renombre, ofreció una visión más profunda de las obras maestras del Museo de Viena - Ampliamente ilustrado y convincente abrió en 1891 abrió con el rico patrimonio artístico de la familia imperial de los Habsburgo, el museo sigue siendo una de las colecciones más importantes del mundo que funciona desde Egipto a Occidente",Hans Memling (pintor alemán de Retablo de San Juan),Viena: Kunsthistorische Museum.,,Documental,,"Pinturas, testimonio oral","Voz en off, conducción",,,
MXIM-AV-1-10-53,Edvard Munch: Four Girls on a Jetty (Edvard Munch: Cuatro niñoas en el embarcadero),"Esta película explora la obra: Cuatro niñas en el embarcadero (ca. 1905), ubicado en el Museo de Historia del Arte en Viena. 100 Obras maestras de los grandes museos del mundo es una de las series de televisión de mayor éxito en el arte. El original fascinó por la nueva calidad de imagen, con el viaje especial a través de la historia del arte. En 10 encuestas cortas de arte de autores de renombre, ofreció una visión más profunda de las obras maestras del Museo de Viena - Ampliamente ilustrado y convincente abrió en 1891 abrió con el rico patrimonio artístico de la familia imperial de los Habsburgo, el museo sigue siendo una de las colecciones más importantes del mundo que funciona desde Egipto a Occidente",Edvard Munch (pintor noruego de Cuatro niñas en un muelle),"Noruega: Aasgaardstrand, Loeiten, Oslo: Munch Museet. Francia. ",1899 (primera versión de Cuatro niñas en un muelle).   1863 (nacimiento de Munch). ,Documental,,"Pinturas, testimonio oral, documento","Voz en off, conducción, fotografía, pintura",,,
MXIM-AV-1-10-54,"Andy Warhol: The texan, Portrait of Robert Rauschenberg (Andy Warhol: El tejano. Retrato de Robert Rauschenberg)","Esta película explora la obra de Andy Warhol, El Tejano. Retrato de Robert Rauschenberg, ubicado en el Museo de Historia del Arte en Viena. 100 Obras maestras de los grandes museos del mundo es una de las series de televisión de mayor éxito en el arte. El original fascinó por la nueva calidad de imagen, con el viaje especial a través de la historia del arte. En 10 encuestas cortas de arte de autores de renombre, ofreció una visión más profunda de las obras maestras del Museo de Viena - Ampliamente ilustrado y convincente abrió en 1891 abrió con el rico patrimonio artístico de la familia imperial de los Habsburgo, el museo sigue siendo una de las colecciones más importantes del mundo que funciona desde Egipto a Occidente","Andy Warhol (pintor estadounidense de El tejano: Retrato de Robert Rauschenberg), Robert Rauschenberg (pintor)",Alemania: Colonia: Museo Ludwig,1963 (año en que Warhol realizó El tejano). ,Documental,,"Pinturas, testimonio oral, documento","Voz en off, conducción",,,
MXIM-AV-1-10-55,Stefan Lochner: The Madonna of the rose bower (Stefan Lochner: La virgen del rosal) ,"Esta película explora la obra de Stefan Lochner, La virgen del rosal, ubicado en el Museo de Historia del Arte en Viena. 100 Obras maestras de los grandes museos del mundo es una de las series de televisión de mayor éxito en el arte. El original fascinó por la nueva calidad de imagen, con el viaje especial a través de la historia del arte. En 10 encuestas cortas de arte de autores de renombre, ofreció una visión más profunda de las obras maestras del Museo de Viena - Ampliamente ilustrado y convincente abrió en 1891 abrió con el rico patrimonio artístico de la familia imperial de los Habsburgo, el museo sigue siendo una de las colecciones más importantes del mundo que funciona desde Egipto a Occidente","Stefan Lochner (pintor alemán de La Madona del cenador de rosas), Stefano da Zevio (pintor siglo XV)",Alemania: Colonia: Museo Wallraf-Ricartz.,1450 (año en el que Lochner pinta La Mandona).,Documental,,"Pinturas, testimonio oral, ","Voz en off, conducción",,,
MXIM-AV-1-10-56,Wolf Vostell: Miss América (Wolf Vostell: Señorita América),"Esta película explora la obra de Vostell, Señorita América (1968). 100 Obras maestras de los grandes museos del mundo es una de las series de televisión de mayor éxito en el arte. El original fascinó por la nueva calidad de imagen, con el viaje especial a través de la historia del arte. En 10 encuestas cortas de arte de autores de renombre, ofreció una visión más profunda de las obras maestras del Museo de Viena - Ampliamente ilustrado y convincente abrió en 1891 abrió con el rico patrimonio artístico de la familia imperial de los Habsburgo, el museo sigue siendo una de las colecciones más importantes del mundo que funciona desde Egipto a Occidente","Wolf Vostell (pintor alemán de Miss America), Edward T. Adams (fotógrafo)",Alemania: Colonia: Museo Ludwig,1968 (foto tomada por Edward T. Adams en Vietnam).  1936 (nace Vostell). ,Documental,,"Pinturas, testimonios orales, documento","Voz en off, conducción, fotografía",,,
MXIM-AV-1-10-57,Ernst Ludwig Kirchner: Five women in the street (Ernst Ludwig Kirchner: Cinco mujeres en la calle),"Esta película explora la obra de Ernst Ludwig Krichner: Cinco mujeres en la calle (1913). 100 Obras maestras de los grandes museos del mundo es una de las series de televisión de mayor éxito en el arte. El original fascinó por la nueva calidad de imagen, con el viaje especial a través de la historia del arte. En 10 encuestas cortas de arte de autores de renombre, ofreció una visión más profunda de las obras maestras del Museo de Viena - Ampliamente ilustrado y convincente abrió en 1891 abrió con el rico patrimonio artístico de la familia imperial de los Habsburgo, el museo sigue siendo una de las colecciones más importantes del mundo que funciona desde Egipto a Occidente","Ernst Ludwing Kirchner (pintor alemán de Cinco mujeres en la calle), Max Pechstein (pintor de El sofá verde)",Alemania: Colonia: Museo Ludwig. Berlín. Aschaffenburg.,"1913 (año en que Kirchner pintó Conco mujeres en la calle). 1880 (nace Kirchner),",Documental,,"Pinturas, testimonios orales, documento","Voz en off, conducción, fotografía",,,
MXIM-AV-1-10-58,Hugo Van Der Goes: Adoration of the Magi (Hugo van Der Goes: Adoración de los magos),"Esta película explora la obra de Hugo van Der Goes, Adoración de los magos (1913). 100 Obras maestras de los grandes museos del mundo es una de las series de televisión de mayor éxito en el arte. El original fascinó por la nueva calidad de imagen, con el viaje especial a través de la historia del arte. En 10 encuestas cortas de arte de autores de renombre, ofreció una visión más profunda de las obras maestras del Museo de Viena - Ampliamente ilustrado y convincente abrió en 1891 abrió con el rico patrimonio artístico de la familia imperial de los Habsburgo, el museo sigue siendo una de las colecciones más importantes del mundo que funciona desde Egipto a Occidente",Hugo Van Der  Goes (pintor de La adoración de los magos),Alemania: Berlin: ,siiglo XV. 1482 (muere Van Der Goes). 1470 (Van Der Goes ipinta La adoración de los magos).,Documental,,"Pinturas, testimonio oral, ","Voz en off, conducción",,,
MXIM-AV-1-10-59,Yves Tanguy: A las 4 de la tarde en verano Esperanza,"""Obras maestras"" es una serie de cuatro volúmenes que presenta un recorrido por las obras de artistas mundialmente aclamados, desde el siglo XV hasta el siglo XX; cada volumen consta de cinco cortometrajes de diez minutos de duración cada uno.  http://www.worldcat.org/title/meninas/oclc/651291661","Yves Tanguy (pintor de A las 4 de la tarde en verano, esperanza), Giogio De Chirico (pintor de Rue de la Sante). André Bretón (pintor)",Francia: París: Centre National D´Art et de Culture Georges Pompidou,1929 (Tanguy pinta A las 4 de la tarde…). 1924 (De Chirico pintó Rue de la Sante).  15 de enero de 1955 (muere Tanguy). ,Documental,,"Pintura, fotografía, testimonio oral","Voz en off, conducción",,,
MXIM-AV-1-10-60,Sonia Delaunay: Electric Prisms,"""Obras maestras"" es una serie de cuatro volúmenes que presenta un recorrido por las obras de artistas mundialmente aclamados, desde el siglo XV hasta el siglo XX; cada volumen consta de cinco cortometrajes de diez minutos de duración cada uno.  http://www.worldcat.org/title/meninas/oclc/651291661","Sonia Delaunay (pintora de Prismas electricos),  Marinetti (pintor futurista italiano), Blaise Cendrars (poeta), Robert Delaunay (artista y esposo de Sonia Delaunay)",Francia: París: Centre National D´Art et de Culture Georges Pompidou. Ucrania.,"1914 (Delaunay pinta Prismas electricos),  1885 (nace Delaunay en Ucrania).",Documental,,"Fotografías, pinturas, tetsimonio oral","Voz en off, conducción",,,
MXIM-AV-1-10-61,Karl Friedrich Schinkel: Medieval city on the banks of a river,"""Obras maestras"" es una serie de cuatro volúmenes que presenta un recorrido por las obras de artistas mundialmente aclamados, desde el siglo XV hasta el siglo XX; cada volumen consta de cinco cortometrajes de diez minutos de duración cada uno.  http://www.worldcat.org/title/meninas/oclc/651291661","Karl Friedrich Schinkel (pintor de Ciudad medieval a orillas de un río), Caspar David Friedrich (pintor de Ciudad a la luz de la luna)",Alemania: Berlín: Galería Nacional,1815 (Schinkel pinta Ciudad medieval…).  1817 (Caspar David pinta Ciudad a la luz de la luna). ,Documental,,"Pinturas, testimonio oral","Voz en off, conducción",,,
MXIM-AV-1-10-62,Stanley Spencer: The Resurrection Cookham,"""Obras maestras"" es una serie de cuatro volúmenes que presenta un recorrido por las obras de artistas mundialmente aclamados, desde el siglo XV hasta el siglo XX; cada volumen consta de cinco cortometrajes de diez minutos de duración cada uno.  http://www.worldcat.org/title/meninas/oclc/651291661",Stanley Spencer (pintor de La resurrección de Cookham),Inglaterra: Londres: Galería Tate,1924-27 (etapa en la que Spencer pintó La resurrección). 1920 (Spencer pintó Cristo cargando la cruz). ,Documental,,"Pinturas, testimonios orales","Voz en off, conducción",,,
MXIM-AV-1-10-63,Louis or Antoine Le Nain: Peasant Family,"""Obras maestras"" es una serie de cuatro volúmenes que presenta un recorrido por las obras de artistas mundialmente aclamados, desde el siglo XV hasta el siglo XX; cada volumen consta de cinco cortometrajes de diez minutos de duración cada uno.  http://www.worldcat.org/title/meninas/oclc/651291661",Loius o Antoine Le Nain (pintor de Familia campesina),Francia: París: Mueso de Louvre,,Documental,,"Pinturas, testimonios orales","Voz en off, conducción",,,
MXIM-AV-1-10-64, John Everett Millais: Ophelia,"""Obras maestras"" es una serie de cuatro volúmenes que presenta un recorrido por las obras de artistas mundialmente aclamados, desde el siglo XV hasta el siglo XX; cada volumen consta de cinco cortometrajes de diez minutos de duración cada uno.  http://www.worldcat.org/title/meninas/oclc/651291661","John everet Millais (pintor de Ophelia), Dante Gabirel Rosetti (pintor),  William Holman Hunt (pintor)",Inglaterra: Londres: Tate Gallery,1851 (Millais pinta Ofelia). ,Documental,,"Pinturas, testimonio oral, fotografías","Voz en off, conducción",,,
MXIM-AV-1-10-65,Andrea Mantegna: Crucifixion of Christ,"""Obras maestras"" es una serie de cuatro volúmenes que presenta un recorrido por las obras de artistas mundialmente aclamados, desde el siglo XV hasta el siglo XX; cada volumen consta de cinco cortometrajes de diez minutos de duración cada uno.  http://www.worldcat.org/title/meninas/oclc/651291661",Andrea Mantegna (pintor de Cricifixion de Cristo),Francia: París: Mueso de Louvre. Italia.,1456 -59(Mantegna pinta Crucifixión de Cristo),Documental,,"Pinturas, testimonio oral","Voz en off, conducción",,,
MXIM-AV-1-10-66,"Divine horsemen, The living Gods of Haiti",Es una película documental en blanco y negro sobre la danza y la posesión en el vudú haitiano que fue grabado por el cineasta experimental Maya Deren entre 1947 y 1954. http://en.wikipedia.org/wiki/Divine_Horsemen:_The_Living_Gods_of_Haiti,,Haití,1947-1951,Documental,Etnográfico,"Grabación de campo, documento","Voz en off, conducción, animación",,16 mm,
MXIM-AV-1-10-67,La matelassière,"Entre 1988 y 1991 grabó con pocos medios Retratos, secuencia de 24 entrevistas-retratos con mujeres que han dedicado sus vida a oficios manuales. Cada oficio se ve resumido en trece minutos con una sola mujer en la pantalla, que habla de su vida. Era una serie destinada a la TV, luego difundida en DVD y en cines. El director habló de recoger gestos de un mundo obrero en vías de extinción mediante primeros planos de rostros, manos, gestos y objetos, sin deseo de hacer un ""documental"".",,Francia,,Película documental,,"Testimonio videoral, fotografía","Grabación de campo, voz en off, entrevista, conducción",,,
MXIM-AV-1-10-68,La fileuse,"Entre 1988 y 1991 grabó con pocos medios Retratos, secuencia de 24 entrevistas-retratos con mujeres que han dedicado sus vida a oficios manuales. Cada oficio se ve resumido en trece minutos con una sola mujer en la pantalla, que habla de su vida. Era una serie destinada a la TV, luego difundida en DVD y en cines. El director habló de recoger gestos de un mundo obrero en vías de extinción mediante primeros planos de rostros, manos, gestos y objetos, sin deseo de hacer un ""documental"".",,Francia,,Película documental,,"Testimonio videoral, gráfico, pintura","Grabación de campo, voz en off, entrevista, conducción",,,
MXIM-AV-1-10-69,La trempeuse,"Entre 1988 y 1991 grabó con pocos medios Retratos, secuencia de 24 entrevistas-retratos con mujeres que han dedicado sus vida a oficios manuales. Cada oficio se ve resumido en trece minutos con una sola mujer en la pantalla, que habla de su vida. Era una serie destinada a la TV, luego difundida en DVD y en cines. El director habló de recoger gestos de un mundo obrero en vías de extinción mediante primeros planos de rostros, manos, gestos y objetos, sin deseo de hacer un ""documental"".",,Francia,,Película documental,,Testimonio videoral,"Grabación de campo, voz en off, entrevista, conducción",,,
MXIM-AV-1-10-70,L´orangère,"Entre 1988 y 1991 grabó con pocos medios Retratos, secuencia de 24 entrevistas-retratos con mujeres que han dedicado sus vida a oficios manuales. Cada oficio se ve resumido en trece minutos con una sola mujer en la pantalla, que habla de su vida. Era una serie destinada a la TV, luego difundida en DVD y en cines. El director habló de recoger gestos de un mundo obrero en vías de extinción mediante primeros planos de rostros, manos, gestos y objetos, sin deseo de hacer un ""documental"".",,Francia,,Película documental,,Testimonio videoral,"Grabación de campo, voz en off, entrevista, conducción",,,
MXIM-AV-1-10-71,La brodeuse,"Entre 1988 y 1991 grabó con pocos medios Retratos, secuencia de 24 entrevistas-retratos con mujeres que han dedicado sus vida a oficios manuales. Cada oficio se ve resumido en trece minutos con una sola mujer en la pantalla, que habla de su vida. Era una serie destinada a la TV, luego difundida en DVD y en cines. El director habló de recoger gestos de un mundo obrero en vías de extinción mediante primeros planos de rostros, manos, gestos y objetos, sin deseo de hacer un ""documental"".",,Francia,,Película documental,,"Testimonio videoral, pintura, fotografía","Grabación de campo, voz en off, entrevista, conducción",,,
MXIM-AV-1-10-72,La dame-lavabo,"Entre 1988 y 1991 grabó con pocos medios Retratos, secuencia de 24 entrevistas-retratos con mujeres que han dedicado sus vida a oficios manuales. Cada oficio se ve resumido en trece minutos con una sola mujer en la pantalla, que habla de su vida. Era una serie destinada a la TV, luego difundida en DVD y en cines. El director habló de recoger gestos de un mundo obrero en vías de extinción mediante primeros planos de rostros, manos, gestos y objetos, sin deseo de hacer un ""documental"".",,Francia,,Película documental,,Testimonio videoral,"Grabación de campo, voz en off, conducción, entrevista",,,
