 DÉCADA 2000-2009,,,,,,,,,,,,
,,,DESCRIPTORES,,,ESTRUCTURA INTERNA,,,,,,
MXIM-AV-1-12-52,"Entre memoria e identidad, Testimonios de descendientes de inmigrantes franceses en México","Si la inmigración francesa a México no fue abundante, su flujo continuó a lo largo de los siglos XIX y XX y hoy sus descendientes se cuentan por miles. A través de algunos testimonios, el video permite observar la memoria que ellos conservan respecto al mundo en el que vivieron sus antepasados, las relaciones que mantienen con estas raíces, así como los problemas de identidad que esta realidad supone.  Un viaje a la historia de vida y la memoria de la inmigración.","Martha Bénard, Marcelo Derbez Amézquita, Magdalena Derbez Blanc, Ricardo Eugenio Garza Blanc, Roger Magar Vincent, Samuel Proal, Julio Romo Michaud, Arturo Theurel, Patrick Lafarge, José Jiménez, Noemie Pointeau","México: Veracruz: Paso de Telaya, San Rafael, Jicaltepec, Nautla. Ciudad de México. San Luis Potosí.","1833 (llegada de franceses a México), ",Documental,,"Grabación de campo, entrevistas, testimonios videorales, fotografías","Narración en off, musicalización",,,
MXIM-AV-1-12-53,Estadio Nacional,"Entre el 11 de septiembre y el 7 de noviembre de 1973, el Estadio Nacional de Chile fue utilizado como campo de concentración, de más de doce mil prisioneros pol{iticos que fueron detenidos allí luego del golpe militar. Este documental, realizado 30 años después, es la primera investigación periodística que entrega una cronología exacta de estos hechos, reconstruyendo esta historia a través de los testimonios de prisioneros, periodistas, militares, enfermeras, etc.","Nuria Núñez (ex prisionera), Fernando Villagrán (ex prisionero), Capitán Jorge Silva (ex oficial Fuerza aérea de Chile), Carlos Vargas (ex prisionero), Felipe Agüero (ex prisionero), Adolfo Cozzi (ex prisionero), Sergio Muñoz (ex prisionero), Juan Sepúlveda (ex prisionero), Tte. Coronel Eduardo Esquivel (Dir. Informaciones Estadio Nacional), Jorge Espinoza Ulloa (Coronel al mando del Estadio Nacional), Marcelo Montecino (periodista y fotógrafo),  Alfredo Jadresic (ex prisionero), Francisco ""Chamaco"" Valdés (Ex capitán selección chilena de futbol), Alberto ""Gato"" Gamboa (ex prisionero),  Vicente Sota (ex prisionero), Eduardo Hernández (ex prisionero), Enrique Moreno Laval (ex prisionero), Ximena George-Nascimento (ex prisionera), María Shjave (madre de ex prisionera), Laura Helena Gálvez (ex prisionera), Emilio Meneses (Profesor U. Católica Acusado de torturador),  Rafael Silva (ex conscripto en Estadio Nacional), Catalina Cavieres (Agrupación Mujeres Democráticas), Ana maría guijón (Agrupación Mujeres Democráticas), María Inés Lennon (Agrupación Mujeres Democráticas),  Paquita alvarado (Agrupación Mujeres Democráticas), Zoy Catevas (Presidenta Cruz Roja Chilena), Vladimiro Mimica (ex prisionero), Juan René Muñoz Alarcón (""Encapuchado del Estadio Nacional""), Charles Horman (detenido asesinado) Joyce Horman (viuda de Charles Horman), Olga Reynoso (compañera de Oscar Bugallo), Julio Salviat (periodista deportivo),  CArlos Cazsely (selección nacional de fútbol 1973)",Chile,"11 septiembre 1973 (golpe de estado en Chile). 16 enero 2000 (elección presidencial Chile). 24 septiembre 1973 (Cardenal Raúl Silva visita Estadio Nacional). 10 agosto 2001 (identificación de torturador), octubre 1973. noviembre 1973 (evacuación del Estadio Nacional). 27 marzo 2001 (Enrico Bucci hace obra de arte en Estadio Nacional).",Documental,,"Testimonios videorales, fotografías, registros fílmicos, hemerografía, documentos, documentales, grabación de campo, entrevistas, música de época","Musicalización, intertitulos, narración en off, puesta en escena",,,"Momentos Históricos, Hechos recientes, Sinopsis, Galería de fotos."
MXIM-AV-1-12-54,Estudio histórico demográfico de la migración judía a México 1900-1950,,"Álvaro Obregón (presidente de México, 1920-1924), Plutarco Elías Calles (presidente de México, 1924-1928)",México: Ciudad de México.,1900-1950,Documental,Histórico,"Cartografía, documentos, fotografías, registros fílmicos, registros videográficos","Narración en off, musicalización, animación",,,"Esudio histórico (documentos), registro de apellidos, estadísticas, créditos"
MXIM-AV-1-12-55,"Ethnologie, Antología de cortos de la Enciclopedia Cinematográfica del Institut für den Wissenschaftlichen Film Göttingen","Antologia de cortos : Rumänien, Totenklage in Desa, Bali: Untericht im ""baris""- Tanz, Zentralsdudan: Austritt des Sultans von Korbo, Portugal: Stierkampf, West Neuguinea: Besuchfest in Muggona, Sumatra: Knochennumbettung",,,,Documental,Etnográfico,"Grabación de campo, testitmonios videorales",,,,
MXIM-AV-1-12-55-3,Zentralsdudan: Austritt des Sultans von Korbo.,,,Sudán,,Documental,Etnográfico,Grabación de campo,,,,
MXIM-AV-1-12-56,Etre et avoir,"Inspirado en el fenómeno frances de la clase única, ""ser y tener"" muestra la vida de una pequeña clase de un pueblo a lo largo de todo un curso, mostrándonos una clasica y serena mirada, a la educación primaria en el corazón de la Landa Francesa. Un grupo de alumnos entre 4 y 10 años, reunidos en la misma clase se forman en todas las materias, bajo la totoria de un solo profesor de extraordinaria dedicación. Maestro de la autoridad tranquila, el profesor Georges Lopez conduce a los chicos hacia a la adolescencia, mediando entre sus disputas y escuchando sus problemas.",,,,Documental,,,,,VHS,
MXIM-AV-1-12-57,"Exotic Europe, Journeys into early cinema","Extraordinaria recopilación fílmica, realizada bajo el auspicio de la Comunidad Europea, en la que se rescatan nuemrosos fragmentos cinematográficos que ilustran gráficamente sobre la vida social, económica y cotidiana de varios países europeos, especialmente durante la época de la posguerra. Esplendorosos paisajes naturales, retratos de la gente de la clase trabajadora, las primeras muestras del desarrollo industrial y económico de la herida Europa, nos ofrecen un mosaico muy plural en todos los aspectos históricos del continente más bello y progresista del mundo, pero también el más castigado y desgastado por las subsecuentes guerras de las que fue escenario durante gran parte del siglo XX, y se muestra parte de su reconstrucción.",,,,Documental,,"Ficción, registros fonográficos",,,VHS,
MXIM-AV-1-12-58,Fahrenheit 9/11,"Michael Moore hace un seguimiento de la política que ha llevado George W. Bush en sus cuatro años de gobierno. Con dos partes diferenciadas, la primera abarca desde el triunfo en las urnas (o en los despachos) de Bush hasta su decisión de invadir Iraq supuestamente como consecuencia de la implicación de Sadam Hussein en los atentados del 11-Septiembre de 2001 y la existencia en su territorio de armas de destrucción masiva, pasando por las relaciones de su familia con la de Bin Laden o los intereses empresariales que siempre han rodeado todas sus decisiones, entre ellas la implantación en la sociedad estadounidense de una cultura del terror a los ataques terroristas. La segunda parte del documental se centra en la guerra de Iraq, en los ataques a civiles y en la situación de los soldados que han ido hasta allí, que no entienden que la lucha se alargue y que comienzan a ver la sombra amenazante de Vietnam ceñirse sobre ellos.","Al Gore, Ben Affleck, Stevie Wonder, George Bush, Will Weems, Condolezza Rise, George Bush, Ricky Martin, Osama Bin Laden, Familia Bin Laden, Larry King Live, Jack Cloonan, Fam. Mackbein, James R. Bath, Robert Jordan, James Baker, John Mayor,  Shapfi Bin Laden, Príncipe Bandar, Richard Clarke, Ronald Rumsfeld, Paul Wolfowitz, Dick Cheeney, Tony Blair, Kenneth Lay, John Ashcroft, Thomas Peppard, Aaron Stokes, Barry Reihngold, Trent Lott, Patrick Hamilton, Sadam Hussein, Dale Cortman, Raymond Flower, Brett Pretiken, Michael Pederson, Lila Limpscomb, John Tanner, George Orwell, Bill Weems",,1990-2004,Documental,,"Documentales, registros fílmicos, fotografías, hemerografía, cartografía, documentos, testimonios orales, testimonios videorales, noticieros fílmicos, programas de TV,  publicidad, videoclips, multimedia, música de época, registros videográficos, entrevistas, grabación de campo","Animación, puesta en escena, narración en off, intertítulos, conducción",,DVD,
MXIM-AV-1-12-59,Farmingville,"El fallido intento de asesinato de dos trabajadores inmigrantes mexicanos en Farmingville llevó a las portadas de la prensa estadounidense el nombre de esta localidad de Long Island (Nueva York). El gran número de inmigrantes que se ha establecido allí ha creado un fuerte sentimiento de rechazo hacia ellos por parte de diversos colectivos de la localidad, lo cual ha generado mucha tensión y diferentes actos de violencia y xenofobia.","Israel Pérez (inmigrante), Residentes de Farmingville, Paul Tonna, Ed Hernández (Brookhaven Citizens for peaceful solutions), Margaret  Bianculli-Dyber (Sachem quality of life), Connie Hornick (Church of the Resurrection), Brother Joe Madsen (Brookhaven Spanish Apostolate), Mike Casimiro (Landlord and contractor), John Gallagher (Suffolk Country Police Commissioner), Glenn Spencer (American Patrol), Darren Sandow (Brookhaven Citizens for peaceful solutions), Jim Claffey (Brookhaven Citizens for peaceful solutions), Brian X. Foley (sponsor of hiring site bill), Michael D´Andre ( Suffolk Country Legislator),  Ray Wysolmierski (Sachem Quality of Life), Matilde Parada (human Solidarity), Elliot Spitzer (New York State Attorney General), Cecilia Muñoz (National Council of La Raza), Inspector Kenneth Rau (Suffolk Country police), Salvador Beltrán del Río (Consul General, México),  Margie Mchugh (New York Inmigration Coalition), Carlos Canales (Workplace project), Jim Staudenraus (FAIR), ",Estados Unidos: Nueva York: Long Island: Farmingville,"1990,  2000, 17 septiembre 2000 (ataque a dos inmigrantes en Farmingville), 2001, 2003",Documental,,"Testimonios videorales, noticieros fílmicos, datos estadísticos, cartografía, documentos, registros fílmicos, fotografías, hemerografía, grabación de campo, entrevistas","Musicalización, intertítulos, animación",,,"Biografías, Escenas inéditas, Fotogalería"
MXIM-AV-1-12-60,"Food, inc.","Documental que hace una importante critica a la forma de alimentación americana. La industria alimentaria estadounidense, relatada con mucho realismo, entrevistas en primera persona con los productores, agricultores y granjeros, comandados por las grandes multinacionales con las que tienen contrato de servicio. Un contrato que les pone numerosas cláusulas estudiadas sobre cría, alimentación y aspectos claves del crecimiento y desarrollo de los animales. Por ejemplo, la alimentación en base a piensos manipulados específicamente en laboratorio para que los animales se desarrollen de forma más voluminosa (con más carne), en mucho menos tiempo.","Eric Schlosser (escritor), Hermanos McDonald (Dueños de la compañía McDonald), Richar Lobb, Vince Edwards (criador de pollos), Carole Morison (criadora de pollos), Michael Pollan (escritor), Troy Roush (Vicepresidente de compañía productora de maíz), Larry Johnson (investigador),  Allen Trenkle, Barbara Kowalcyk (activista), Patricia Buck (activista), Diana DeGette, Phil English, Eldon Roth (fundador de Beef Productions INC.), Maria Andrea Gonzalez (madre), Rosa Soto, Joel Salatin (granjero), Eduardo Peña (organizador sindicalista), Gary Hirshberg (granjero orgánico), Amanda Ellis-Thurber (granjera orgánica), Tony Airoso(wal-mart), Moe Parr (limpiador de semillas), David Runyon (granjero), Stephen R. Pennel (abogado de Moe Parr), William P. Kealey, Teddy Roosevelt, Monsanto",Estados Unidos: Kentucky: condado de McLean. Washington. Indiana. Nebraska. California.,"1993, 2003, 1972, 2006, 1950-2007",Documental,,"Testimonios videorales, publicidad, registros fílmicos, grabación de campo, testimonios orales, noticieros fílmicos, registros videográficos, fotografías, hemerografía, grabación de campo, entrevistas","Musicalización, animación, intertítulos",,,
MXIM-AV-1-12-61,Fraude México 2006,"Fraude México 2006, es una película sobre la reciente elección presidencial en México del año 2006. Documenta los sucesos ocurridos antes, durante y después de la jornada electoral. Contiene, además, evidencias visuales muy elocuentes de prácticas fraudulentas registradas por innumerables cámaras ciudadanas.","Andrés Manuel López Obrador, Carlos Salinas de Gortari, Cuauhtémoc Cárdenas, Vicente Fox, Miguel de la Madrid, Felipe Calderón, Luis Carlo Ugalde, Salvador Allende, Antonio López de Santa Anna, Porfirio Díaz, Francisco I. Madero, Francisco Villa, Emiliano Zapata, Jorge Ramos, Martha Sahagun, Lorenzo Meyer, Norberto Rivera, Denise Maerker, Joaquin López- Doriga, Gustavo Ponce Meléndez, Federico Döring, Víctor Trujillo ""Brozo"", Rene Bejarano, Carlos Ahumada, Diego Fernández de Cevallos, José Agustín Ortiz Pinchetti, Elba Esther Gordillo, Carmen Aristegui, Diego Hildebrando Zavala, Julio Hernández, Bernando Gómez, Arturo Sarukhán, Horacio Duarte, Javier Alatorre, Luis Mochán, Jacobo Alavéz Medina, Rodrigo Morales, Claudia Sheinbaum, Isaac Saba, Bolívar Huerta, Jaime Avilés, Emilio Azcárraga, Jorge Zavala Hidalgo, Manuel Espino, Andrés Martínez, Germán Martínez, CArlos Marín, Adela Micha, Leonel Castillo González, Ignacio Marván, Marcelo Ebrard.","México: Distrito Federal, Michoacán, Morelos, Puebla, Durango, Nuevo León, Querétaro, Monterrey Chihuahua, Baja California, Yucatán, Estado de México, Tamaulipas, Aguascalientes, Veracruz.  Chile. Venezuela.","2006, 1988, 1976, 1970, 1968, 1988, 2005, 2006",Documental,,"Grabación de campo, entrevistas, registros fílmicos, registros videográficos, testimonios videorales, noticieros fílmicos, publicidad, hemerografía, documentos, registros fonográficos, registros fonográficos, fotografías","Narración en off, intertítulos, animación, musicalización, gráficos",,,
MXIM-AV-1-12-62,Cavallo entre rejas,"en el año 2000 el Gobierno de la Ciudad de México recibió información sobre la verdadera identidad del empresario argentino que había ganado la licitación del Registro Nacional de Vehículos, RENAVE, Ricardo Miguel Cavallo. CAVALLO ENTRE REJAS cuenta la historia de este marino torturador y cómplice de la dictadura argentina, que fue detenido en México y extraditado a España. Unh docuemntal sobre la resistencia social a uno de los grandes males de nuestro tiempo: la impunidad.","Víctor Basterra (sobreviviente  de la ESMA), Miriam Lewin (sobreviviente  de la ESMA), Enrique Mario Fuckman (sobreviviente  de la ESMA), Carlos Lordkipanidse (sobreviviente  de la ESMA), Laura Villafor (hija de desaparecidos de la ESMA), Ricardo Pascoe (Oficial Mayor del gobierno de la Cd. de México, agosto-diciembre 2000), José Vales (escritor, investigador y periodista), Juan M. Ponce Edmonson (Director de INTERPOL México durante detención a Cavallo), Ana Testa (sobreviviente  de la ESMA), Celeste Haza (hija de desaparecidos en la ESMA), Cristina Muro (viuda de Carlos A. Chiappolinni desaparecido en la ESMA), María José Guembe ( Asesora legal en el proceso de extradición de Cavallo), Silvia Panebianco (Miembro de Genocidio Nunca Más), Gral. Jorge Videla (Primera Junta Militar Argentina), Almte. Emilio Massera (Primera Junta militar Argentina), Brig. Orlando Agosti (Primera Junta Militar Argentina), Raquel Robles (hija de desaparecidos de La Plata), Carlos Castresana (Fiscal autor de las denuncias contra Pinochet y Videla en España), José Antonio Guevara (asesor legal en el proceso de extradición de Cavallo), Carlos Seploy (abogado de la acusasión popular en España),  Juan M. Gómez Robledo (Asesor jurídico de la cancillería mexicana durante el proceso de extradición), ",Argentina: Buenos Aires: Escuela de Mecánica de la Armada (ESMA). México: ciudad de México.,1976-1983. 2005. 24 de agoston de 2000 (detención de Cavallo). 2001 Conferencia de prensa con sobrevivientes en México). 2003 (extradición de Cavallo a España).,Documental,,"Testimonios videorales, grabación de campo, hemerografía, testimonios orales, registros fílmicos, entrevistas","Intertítulos, animación, narración en off",,,CD   INTERACTIVO. Documetnos sobre el caso Cavallo
MXIM-AV-1-12-63,Artes y oficios mexicanos,"La serie antropo-visiones presenta en video las investigaciones de los antropólogos del CIESAS dirigidas a todo público interesado en conocer en forma amena y ágil, a la vez que profunda  y reflexiva, algunos de los problemas que afectan al México contemporáneo.  El programa artes y oficios mexicanos documenta la riqueza de la producción artesanal mexicana  en cuanto a destreza, productos y propuestas estéticas de larga tradición . Muestra también los caminos que siguen los objetos  de acuerdo a las formas culturales de consumo,  así como la reflexión  de los artesanos sobre su propia  condición y su contradictoria existencia como productores en un mundo que tan pronto los  maltrata como los admira."," Victoria Novelo (investigadora del CIESAS),  Juan Anguiano (Maestro Herrero), Oscar Ibarra (coleccionista), Joaqu´ín Mendoza (artesano en maque), José Bernabé (maestro alfarero), ",México,,Documental,,"Testimonios videorales, pinturas, grabación de campo, documentos, entrevistas, fotografías","Musicalización, intertítulos, narración en off, animación",,VHS,
MXIM-AV-1-12-64,"Halcones, terrorismo de Estado","Este nuevo documental, ganador del Premio al Mejor Documental en Pantalla de Cristal 2006, canalseisdejulio aborda los sucesos del 10 de junio de 1971, presenta imágenes inéditas de la matanza y profundiza en la investigación de ese hecho hasta llegar a hallazgos sorprendentes acerca de lo sucedido en torno al llamado Jueves de corpus. Halcones, Terrorismo de Estado es un trabajo sólidamente respaldado con documentos: destacan entre ellos los telegramas del embajador de Estados Unidos en México, Robert McBride, que ponen al descubierto la participación del Estado Mexicano, con la colaboración directa de las Fuerzas Armadas, como creador del grupo paramilitar ""Los Halcones"" concebido para reprimir al movimiento estudiantil, y la inocultable anuencia de Luis Echeverría. Halcones: Terrorismo de estado cuenta con el análisis del escritor Carlos Montemayor, los testimonios de aobrevivientes del evento y constituye un aporte histórico a la interpretación de ese suceso.","Gustavo Díaz Ordaz, Luis Echeverría, Severiano Sánchez, Francisco Ohem, Dalid Moncada, Jesús Martín del Campo, Alfredo Sánchez Ariza, Rosa María Garza Marcué, Vicente Méndez Rostro, Eduardo Guzmán Maldonado ""El Chabelo"" (lider porro), Robert McBride (embajador de Estados Unidos en México), Carlos Montemayor (escritor), Emilio O. Rabasa (Srio. Relaciones Exteriores), Coronel Manuel Díaz Escobar (jefe de Halcones), Hermenegildo Cuenca Díaz (Secretario de Defensa Nacional), Rogelio Flores Curiel (director de policía y tránsito), Coronel Rodolfo Robles ( director de circulación de la subdirección de tránsito), Coronel Emanuel Guevara torres (director de la Academia de policía),  Humberto Carrillo Colón (funcionario de la embajada de México en Cuba), Joaquín Cisneros (secretario particular de Díaz Ordaz), Salvador Allende, ",México: ciudad de México. Nuevo León: Moterrey.,"jueves 10 de junio de 1971, 1968, 1973. ",Documental,,"Fotografías, documentos, registros fílmicos, testimonios videorales, grabación de campo, hemerografía, cartografía, registros fonográficos, registros videográficos, entrevistas","Narración en off, conducción, animación",,,
MXIM-AV-1-12-65,Hartos Evos aquí hay. Los cocaleros del Chapare,,"Evo Morales Ayma (presidente Bolivia), Féliz Chacón (Dirigente de la central 2 de agosto), Sebastiana Salvatieri (ex-alcaldesa de Villa 14 de septiembre),  Anastasio (Sindicato Villa Rosario), Julia López (Dirigenta de la Central 4 de abril), Juana Quispe (Dirigenta de la Federación Chimoré), Leonilda Zurita (Dirigenta de la Federación del Trópico, Senadora), Julio Salazar (Dirigente de la Federación del trópico), Asencio Picha (dirigente de la Federación Centrales Unidas), Carmelo Rojas (Ex-dirigente de la Federación del Trópico), Asterio Romero (Dirigente de la FEderación Yungas Del Chapare, Diputado), Eduardo Lima (Dirigente de la Federación Chipiriri), Rimer Agreda (Alcalde de Shinahota), Elena Almendras (Dirigenta de la Federación Chimoré, diputada), Feliciano Mamani (Alcalde de Villa Tunari),  ",Bolivia: Cochabamba (El Chapare): Shinahota: Mercado primario de coca. Yapacaní.,diciembre de 2005.,Documental,,"Entrevistas, grabación de campo, testimonios videorales, grabación de campo, datos estadísticos","Musicalización, intertítulos",,,
MXIM-AV-1-12-66,Hernando,"El cuarto de los siete documentales de ""el despacho"" nos presenta a un joven chihuahuense radicado en la Ciudad de México que ha tomado su trinchera desde la esfera gubernamental y empresarial dirigiendo grupos de lucha contra la corrupción. Su carácter y espíritu han sido formados, según él, por sus ""trece puntos de apoyo"" que han estado con él durante toda su vida, y con esos testimonios, se intenta plasmar lo que podría ser a la gente de cualquier clase social con vocación de servicio y honestidad que también habita esta enorme ciudad.",,,,Documental,,"Entrevistas, pinturas, testimonios videorales, noticieros fílmicos",Grabación de campo,,VHS,
MXIM-AV-1-12-67,H.I.J.O.S. El alma en dos,"Cuando en 1989 y 1990, los gobiernos democráticos de los presidentes alfonsín y Menem decretan las leyes de amnistía para los miebros de las Fuerzas Armadas y civiles involucradas en los actos de Terrorismo de Estado cometidos entre 1976 y 1983, los hijos de los desaparecidos eran aún muy jóvenes para reaccionar. Pero cuando crecierson, empezaron a interpelar la socuiedad entera. Sin embargo, todavía hoy esta misma sociedad se pregunta: ¿Qué buscan?... La respuesta es una: buscan las historias que les robaron cuando les arrebataron a sus padres; buscan la justicia que hasta hoy les negaron. ellos tienen, desde, entonces, una identidad hecha de mil fragmentos. Por eso aúnn siguen buscanco.. H.I.J.O.s:, el alma en dos emprende esta  búsquedaen la que el trabajo colectivo es el medio y el fin. ",,Argentina,"1976, 1977, 1978, 1975.",Documental,,"Testimonios videorales, grabación de campo, fotografías, registros fílmicos, entrevistas",Musicalización,,,"Sinopsis, ficha técnica, escrache, galería fotográfica"
MXIM-AV-1-12-68,Historias cruzadas,"Historias Cruzadas es una película que se desarrolla durante los años 60 en la ciudad de Jackson, Mississippi,  y nos  muestra la historia de la relación entre tres diferentes mujeres, quienes formarán una amistad  que girará en torno a un proyecto literario secreto, que transgredirá  las reglas de  la cerrada y racista sociedad  de Jackson. De esta amistad, surgirá el valor de traspasar las fronteras personales y las llevará a la comprensión de que, a veces, los límites están hechos para ser transgredidos; incluso si esto significa enfrentar a todos con los nuevos tiempos de cambio en ese período histórico de la historia de EUA.
Historias  Cruzadas nos habla  acerca de la capacidad de generar cambios. Nos describe con detalle la tensión de una época de la historia estadounidense  muy  marcada por la injusticia social y el racismo xenófobo. Evidencia lo completamente absurdo de los prejuicios y hace énfasis en la capacidad de sobreponerse a las injusticias, cuando tenemos un objetivo superior en la vida y la voluntad de trabajar por ese objetivo.","Rodrigo Melo Franco de Andrade (abuelos de Alice de Andrade), Joaquim Pedro de Andrade (padre de Alice de Andrade), Nelson Pereira dos Santos (cineasta), Carlos Diegues (cineasta),  Luiz Carlos Barreto (productor y director de fotografía), Glauber Rocha (cineasta), Sylvie Pierre (crítica de cine, amiga de Joaquim), Georges Ulmann (amiga de Joaquim),  Lucía Rocha (madre de Glauber), Paloma Rocha (cineasta, hija de Glauber Rocha), Mario Carneiro (Director de fotografía), María de Andrade (hermano de Alice), Antonio de Andrade (hermano de Alice),  Julia Martins (cineasta, montadora), SAra de CAstro Barbosa (física, madre de Alice), Walter Lima Jr. (cineasta), Karla Holanda (productora), Jean-Claude Bernardet /crítico e historiador de cine), Joel Lopes (director de fotografía), ","Brasil: Ipanema, Río de Janeiro, Vincennes.","1988 (muere padre de Alice). 2007. 1964 (nace Alice de Andrade), 1968 (segundo golpe de estado). 1982 (muere Glaubert  Rocha). ",Documental,,"Fotografías, registros fílmicos, testimonios videorales, ficción, dibujos, entrevistas, música de época","Narración en off, musicalización",,,
MXIM-AV-1-12-69,"Historia de la TV mexicana, El gran invento","Una historia general de la televisión mexicana e internacional, que destaca las aportaciones de México a la tecnología, los estilos y los lenguajes de producción televisivos. Presentamos, también, cómo se han ido estableciendo las relaciones de este poderoso medio de comunicación masivo tanto con el gobierno mexicano, como con otros países. ","Emilio Azcárraga Vidaurreta, Guillermo González Camarena, Ing. Arturo González - Camarena (hijo del ing. Guillermo González Camarena),  Ing. Tomás Tello Arista (jefe de Laboratorios GONCAM), Tomás Perrín, Álvaro Gálvez y Fuentes, ",México,"1884, 1960, 1925, 1920, 1936, 1941, 1946, 1950, 1967 (televisión a color),  ",Documental,,"Fotografías, testimonios orales, registros fílmicos, registros fonográficos, testimonios videorales, ficción, entrevistas, publicidad","Narración en off, conducción, animación",,,
MXIM-AV-1-12-70,Historia de la TV mexicana 2. La vocación de entretener,"Una rica y llamativa muestra de lo que hace l atelevisión como entretenimiento. Algunos de los mejores momentos de los programas cómicos, musicales, infantiles y de concurso, entre otros, que nos brindan una amplia visión visión de un medio en continua transformación y que es, también, un reflejo de los gustos cambiantes en la sociedad mexicana. ",,México,1970,Documental,,"Registros fílmicos, registros videográficos, programas de TV","Narración en off, conducción",,,
MXIM-AV-1-12-71,Historia de la TV mexicana 3. Dando la noticia,"La televisión, como un agente proveedor de información, enfrentó muchos probemas en un país sujeto a diversos grados de censura gubernamental, pero también se limitó por su propio sentido de precaucaión. Este video narra el camino desde los días de control hasta los de libertad, desde la restricción hasta la apertura total. ""Dando la noticia"" examina el lugar que corresponde a los noticieros televisivos en un México cada vez más democrático.","Félix Cortés Camarillo (periodista),  Gonzalo Castellot (Conductor del Noticiero Novedades), Pedro Ferríz (periodista), Jacobo Zabludovsky (periodista), Aurelio Pérez (conductor de Noticiarios, 50´s), Fidel Castro (presidente de Cuba), Agustín Barrios Gómez (periodista), Miguel Alemán Velasco (Dir. Gral. de Noticieros de Televisión, 1968), Luis Echeverría (presidente de México, 1970-1976), Salvador Allende (presidente Chile,, 70´s), Joaquín López Dóriga (periodista), Javier Solórzano (periodista),  David Alfaro Siqueiros (pintor), Ricardo Rocha (periodista), Juan Ruíz Healy (periodista),  José López Portillo (presidente México 1976-1982), Miguel Sabido (periodista), Rita Ganem (periodista), J. M. Clouthier (candidato por el PAN),  Juan Enriquez (PRI), Cuauhtémoca Cárdenas (PRD),  CArlos Salinas de Gortari (presidente México,1988-1994 ), Guillermo Ortega Ruíz (Dir. Información a la Presidencia de Televisa, 1988-1998), Jorge CAstañeda (analista político),  Luis Donaldo Colosio (candidato PRI), Francisco  Ruiz Massieu (Secretario General del PRI), ","México: zócalo, Monumento a la Revolución, estatua de El Caballito. Chiapas: Altamirano, Ocosingo. Corea. Vietnam. Moscú. El Salvador.","1950, 1958 (represión sindicatos de ferrocarrileros), 1968. julio de 1969 (lanzamiento del Apolo 11),  10 de junio 1971 (halcones),  1972, 1976 (terremoto Guatemala),  1975 (Vietnam),  1980 (El Salvador), 19 de septiembre 1985 (terremoto), Julio 1988 (elecciones),  1994 (EZLN),  1995 (matanza de Aguasblancas),  1998 (fin de noticiero 24 horas)",Documental,,"Registros fílmicos, testimonios videorales, hemerografía, registros fonográficos, fotografías, noticieros fílmicos, entrevistas, dibujos","Narración en off, conducción, musicalización",,,
MXIM-AV-1-12-72,Historia de la TV mexicana 4. Ernesto Alonso: el señor telenovela,"La fómula infalible de la telenovela mexicana ha demostrado ser un exitoso fenómeno cultural y comercial tanto en México como en el extranjero. Ernesto Alonso, el mayor productor de este género y creador de la telenovela histórica, es el centro de atención de este video. ","Amparo Rivelles (actriz), Carmen Montejo (actriz), Rafael Banquells (actor), Ernesto Alonso (actor), Javier Villaurrutua, Rodolfo Usiglo, Salvador Novo, Julio Bracho, Gustavo Díaz Ordaz (presidente México, 1964-1970), ",México: Aguascalientes. ,"1950, 1917 (nacimiento de Ernesto alonso), 1940, 1950",Documental,,"Fotografías, testimonios videorales, programas de TV, entrevistas, ficción, registros fílmicos","Narración en off, conducción",,,
MXIM-AV-1-12-73,Historia de la TV mexicana 5. Soñar en telenovela,"La historia de la telenovela mexicana, su naturaleza, su penetración en nuestra cultura y más allá de nuestras fronteras , su público, los valores y las modas que transmite a través de su singular lenguaje. Una muestra de que la telenovela mexicana es múcho más que imágenes. ",,México,1950-1990,Documental,,"Registros fílmicos, programas de TV","Narración en off, conducción",,,
MXIM-AV-1-12-74,Historia de la TV mexicana 6. La imaginación televisiva,"La cultura contemporánea es la de las imágenes audiovisuales, y este programa presenta algunas de las grandes ventajas, pero también  algunos de los peligros a los que esta cultura nos ha expuesto durante décadas. ","José Alberto Terán Vázquez (irector General TERAN/TBWA), Raúl Candiani Segura (Director de comerciales), Raúl Olvera Ferrer (Director y Vicepresidente Creativo ""Z Publicidad""),  Ana María Olabuenaga (Dir. Servicios Creativos TERAN/TBWA), Alejandro González Iñarritu (Co-Director ""Z Publicidad""),  Ikram Antaki (escritora), ","México. Estados Unidos, Vietnam. Nicaragua. ",1950-2000,Documental,,"Programas de TV, registros fílmicos, publicidad, testimonios videorales, entrevistas, ficción, fotografías, dibujos","Narración en off, conducción",,,
