 DÉCADA 2000-2009,,,,,,,,
,,RESPONSABILIDAD DE PRODUCCIÓN,,,,,,
MXIM-AV-1-12-64,"Halcones, terrorismo de Estado","Canal Seis de julio, Memoria y verdad A.C.",,,,,,
MXIM-AV-1-12-65,Hartos Evos aquí hay. Los cocaleros del Chapare,"Medio de Conteción Producciones, Kumquat",,,,,,
MXIM-AV-1-12-66,Hernando,"FONDS, Consejo Nacional para la Cultura y las Artes (CONACULTA-FONCA), Ministerio de Relaciones Exteriores de los Países Bajos, Rain Artists´Initiatives Network (RAIN), Rijksakademie van Beeldende Kunsten - Amsterdam",,Diego Gutiérrez y Kees Hin,"CONACULTA: El Consejo Nacional para la Cultura y las Artes responde a la necesidad de contar con un órgano rector que dé coherencia a una política pública históricamente desarrollada en el país por una gran multiplicidad de organismos y dependencias de muy distintos sectores y de la más diversa naturaleza institucional. Entre ellas, las unidades administrativas de la anterior Subsecretaría de Cultura de la Secretaría de Educación Pública, inmediato antecedente del Consejo; las diferentes instituciones y dependencias de otras secretarías que por sus funciones de carácter cultural han sido transferidas en distintos momentos; y, finalmente, las entidades adscritas al área de Cultura, varias de larga tradición. En  atención a las exigencias y requerimientos de orden cultural de la sociedad mexicana, a partir de la creación del Consejo Nacional para la Cultura y las Artes se da origen a diversos programas y acciones, con el propósito fundamental de enriquecer la identidad cultural de los mexicanos. La misión fundamental del Consejo es integrar y coordinar de manera armoniosa la labor de los organismos, dependencias e instituciones del gobierno que desarrollan la política cultural del Estado Mexicano. (Extraído de: http://www.conaculta.gob.mx/consejo_quienes.html) FONCA: Fomentar y estimular la creación artística en todas sus manifestaciones son los objetivos principales del Fondo Nacional para la Cultura y las Artes, cuya aparición obedece a una de las respuestas que ofreció el Gobierno Federal a la comunidad artística para construir instancias de apoyo basadas en la colaboración, la claridad de objetivos, el valor de la cultura para la sociedad y el aprecio de la diversidad de propuestas y quehaceres artísticos.Invierte en los proyectos culturales profesionales que surgen en la comunidad artística; ofrece fondos para que los creadores puedan desarrollar su trabajo sin restricciones, afirmando el ejercicio de las libertades de expresión y creación. Por ello, convoca anualmente a los artistas y creadores para que participen en sus 17 programas, mediante la presentación de propuestas que son evaluadas por Comisiones de Dictaminación  y Selección formadas por artistas y creadores de reconocido prestigio.(Extraído de: http://fonca.conaculta.gob.mx/institucional.html)",,,
MXIM-AV-1-12-67,H.I.J.O.S. El alma en dos,Cine ojo,,"Producción ejecutiva: Carmen Guarini, Marcelo Cespedes",,,,
MXIM-AV-1-12-68,Historias cruzadas,"Filmes do Serro, Mecanos Productions",,,,,,
MXIM-AV-1-12-69,"Historia de la TV mexicana, El gran invento",Editorial Clìo,,Diana Roldán,,,compra,17/06/2003
MXIM-AV-1-12-70,Historia de la TV mexicana 2. La vocación de entretener,Editorial Clìo,,Diana Roldán,,,compra,17/06/2003
MXIM-AV-1-12-71,Historia de la TV mexicana 3. Dando la noticia,Editorial Clìo,,Diana Roldán,,,compra,17/06/2003
MXIM-AV-1-12-72,Historia de la TV mexicana 4. Ernesto Alonso: el señor telenovela,Editorial Clìo,,Diana Roldán,,,compra,17/06/2003
MXIM-AV-1-12-73,Historia de la TV mexicana 5. Soñar en telenovela,Editorial Clìo,,Diana Roldán,,,compra,17/06/2003
MXIM-AV-1-12-74,Historia de la TV mexicana 6. La imaginación televisiva,Editorial Clìo,,Diana Roldán,,,compra,17/06/2003
MXIM-AV-1-12-75,Historia del rock mexicano I. Yo no era reberlde: Rock mexicano 1957-1970,Editorial Clìo,,Diana Roldán,,,compra,17/06/2003
MXIM-AV-1-12-76,Historia del rock mexicano II. La célula que explota: rock mexicano 1970-1999,Editorial Clìo,,Diana Roldán,,,compra,17/06/2003
MXIM-AV-1-12-77,Historia del seguro social,Editorial Clìo,,Diana Roldán,,,compra,17/06/2003
MXIM-AV-1-12-78,Lo mejor de la Revolución Mexicana,,,,,,,
MXIM-AV-1-12-79,Camaristas. Autorretratos indígenas,"CIESAS, Universidad de Colima, CEUVIDITE, SEP-CONACYT",,,,,,
MXIM-AV-1-12-80,Jorge,"FONDS, Consejo Nacional para la Cultura y las Artes (CONACULTA-FONCA), Ministerio de Relaciones Exteriores de los Países Bajos, Rain Artists´Initiatives Network (RAIN), Rijksakademie van Beeldende Kunsten - Amsterdam",,"Joris Brouwers, Patricio Larrambebere, Jorge Luis Pérez, Diego Gutiérrez","CONACULTA: El Consejo Nacional para la Cultura y las Artes responde a la necesidad de contar con un órgano rector que dé coherencia a una política pública históricamente desarrollada en el país por una gran multiplicidad de organismos y dependencias de muy distintos sectores y de la más diversa naturaleza institucional. Entre ellas, las unidades administrativas de la anterior Subsecretaría de Cultura de la Secretaría de Educación Pública, inmediato antecedente del Consejo; las diferentes instituciones y dependencias de otras secretarías que por sus funciones de carácter cultural han sido transferidas en distintos momentos; y, finalmente, las entidades adscritas al área de Cultura, varias de larga tradición. En  atención a las exigencias y requerimientos de orden cultural de la sociedad mexicana, a partir de la creación del Consejo Nacional para la Cultura y las Artes se da origen a diversos programas y acciones, con el propósito fundamental de enriquecer la identidad cultural de los mexicanos. La misión fundamental del Consejo es integrar y coordinar de manera armoniosa la labor de los organismos, dependencias e instituciones del gobierno que desarrollan la política cultural del Estado Mexicano. (Extraído de: http://www.conaculta.gob.mx/consejo_quienes.html) FONCA: Fomentar y estimular la creación artística en todas sus manifestaciones son los objetivos principales del Fondo Nacional para la Cultura y las Artes, cuya aparición obedece a una de las respuestas que ofreció el Gobierno Federal a la comunidad artística para construir instancias de apoyo basadas en la colaboración, la claridad de objetivos, el valor de la cultura para la sociedad y el aprecio de la diversidad de propuestas y quehaceres artísticos.Invierte en los proyectos culturales profesionales que surgen en la comunidad artística; ofrece fondos para que los creadores puedan desarrollar su trabajo sin restricciones, afirmando el ejercicio de las libertades de expresión y creación. Por ello, convoca anualmente a los artistas y creadores para que participen en sus 17 programas, mediante la presentación de propuestas que son evaluadas por Comisiones de Dictaminación  y Selección formadas por artistas y creadores de reconocido prestigio.(Extraído de: http://fonca.conaculta.gob.mx/institucional.html)",,,
MXIM-AV-1-12-81,10 de junio. Crimen de Estado,"Comité 68, Pro Libertades Democráticas A.C, Colectivo Perfil Urbano A.C","Editorial La Rana del Sur, Ediciones Pentagrama S.A de C.V","Comité 68, Pro Libertades Democráticas A.C",,"Oscar Menendez, director, productor, escritor y editor",Compra,2005
MXIM-AV-1-12-82,"Justicia, protesta por los asesinatos de mujeres en Ciudad Juárez",,,,,,,
MXIM-AV-1-12-83,"Km. C-62, un nómada del riel",Instituto Mora- CONACyT-CONACULTA-FONCA,,"POSTPRODUCCIÓN:CARLOS HERNÁNDEZ, PARIS GARCIA, FELIPE MORALES, LOURDES ROCA",,http://www.mora.edu.mx/Investigacion/Principal/laboratorio.html,PRODUCCIÓN PROPIA,2000
MXIM-AV-1-12-84,La palabra desenterrada,"Fondation Harbinger, SODEC, CALQ, FCFVI, ACDI- Productions B'alba-PRIM",,,,,,
MXIM-AV-1-12-85," Lacandona, medio siglo de sueños","CIESAS, Universidad de Colima, CEUVIDITE, SEP-CONACYT",,producción ejecutiva: Victoria Novelo,,,Canje,10/04/2002
MXIM-AV-1-12-86,La condición humana de las mujeres,"CEIICH, UNAM",,,,,,
MXIM-AV-1-12-87,"La Coronela 1940, Punto de Partida","Comisión Nacional para la Cultura y las Artes (CONACULTA), Fondo Nacional para la Cultura y las Artes (FONCA), Instituto Nacional de Bellas Artes (INBA), Centro Nacional de las Artes (CENART)",,"Eugenio Cobo, Josefina Lavalle","CONACULTA: El Consejo Nacional para la Cultura y las Artes responde a la necesidad de contar con un órgano rector que dé coherencia a una política pública históricamente desarrollada en el país por una gran multiplicidad de organismos y dependencias de muy distintos sectores y de la más diversa naturaleza institucional. Entre ellas, las unidades administrativas de la anterior Subsecretaría de Cultura de la Secretaría de Educación Pública, inmediato antecedente del Consejo; las diferentes instituciones y dependencias de otras secretarías que por sus funciones de carácter cultural han sido transferidas en distintos momentos; y, finalmente, las entidades adscritas al área de Cultura, varias de larga tradición. En  atención a las exigencias y requerimientos de orden cultural de la sociedad mexicana, a partir de la creación del Consejo Nacional para la Cultura y las Artes se da origen a diversos programas y acciones, con el propósito fundamental de enriquecer la identidad cultural de los mexicanos. La misión fundamental del Consejo es integrar y coordinar de manera armoniosa la labor de los organismos, dependencias e instituciones del gobierno que desarrollan la política cultural del Estado Mexicano. (Extraído de: http://www.conaculta.gob.mx/consejo_quienes.html) FONCA: Fomentar y estimular la creación artística en todas sus manifestaciones son los objetivos principales del Fondo Nacional para la Cultura y las Artes, cuya aparición obedece a una de las respuestas que ofreció el Gobierno Federal a la comunidad artística para construir instancias de apoyo basadas en la colaboración, la claridad de objetivos, el valor de la cultura para la sociedad y el aprecio de la diversidad de propuestas y quehaceres artísticos.Invierte en los proyectos culturales profesionales que surgen en la comunidad artística; ofrece fondos para que los creadores puedan desarrollar su trabajo sin restricciones, afirmando el ejercicio de las libertades de expresión y creación. Por ello, convoca anualmente a los artistas y creadores para que participen en sus 17 programas, mediante la presentación de propuestas que son evaluadas por Comisiones de Dictaminación  y Selección formadas por artistas y creadores de reconocido prestigio.(Extraído de: http://fonca.conaculta.gob.mx/institucional.html)",,,
MXIM-AV-1-12-88, La decena trágica I,"Cine Film S.A., Cooperativa Salvador Toscano",,Juan Ramón Aupart,,,,
MXIM-AV-1-12-89,La decena trágica II,"Cine Film S.A., Cooperativa Salvador Toscano",,Juan Ramón Aupart,,,,
MXIM-AV-1-12-90,La decena trágica III,"Cine Film S.A., Cooperativa Salvador Toscano",,Juan Ramón Aupart,,,,
MXIM-AV-1-12-91,La decena trágica IV,"Cine Film S.A., Cooperativa Salvador Toscano",,Juan Ramón Aupart,,,,
MXIM-AV-1-12-92,La expedición punitiva,"Cine Film S.A., Cooperativa Salvador Toscano",,Juan Ramón Aupart,,,,
MXIM-AV-1-12-93,Los rebeldes del sur,"Cine Film S.A., Cooperativa Salvador Toscano",,Juan Ramón Aupart,,,,
MXIM-AV-1-12-94,Registro no. 1137: Máscara de muerte de Pancho Villa,"Cine Film S.A., Cooperativa Salvador Toscano",,Juan Ramón Aupart,,,,
MXIM-AV-1-12-95,Los rollos perdidos de Pancho Villa,"Universidad de Guadalajara, The Banff Centrel, CONACULTA, FONCA, Fundación Televisa, Gregorio Rocha, Archivia, UPA (Unidad de producción audiovisual)",Eurolatinoamericana,"Sara Diamond, Héctor Mendoza","CONACULTA: El Consejo Nacional para la Cultura y las Artes responde a la necesidad de contar con un órgano rector que dé coherencia a una política pública históricamente desarrollada en el país por una gran multiplicidad de organismos y dependencias de muy distintos sectores y de la más diversa naturaleza institucional. Entre ellas, las unidades administrativas de la anterior Subsecretaría de Cultura de la Secretaría de Educación Pública, inmediato antecedente del Consejo; las diferentes instituciones y dependencias de otras secretarías que por sus funciones de carácter cultural han sido transferidas en distintos momentos; y, finalmente, las entidades adscritas al área de Cultura, varias de larga tradición. En  atención a las exigencias y requerimientos de orden cultural de la sociedad mexicana, a partir de la creación del Consejo Nacional para la Cultura y las Artes se da origen a diversos programas y acciones, con el propósito fundamental de enriquecer la identidad cultural de los mexicanos. La misión fundamental del Consejo es integrar y coordinar de manera armoniosa la labor de los organismos, dependencias e instituciones del gobierno que desarrollan la política cultural del Estado Mexicano. (Extraído de: http://www.conaculta.gob.mx/consejo_quienes.html) FONCA: Fomentar y estimular la creación artística en todas sus manifestaciones son los objetivos principales del Fondo Nacional para la Cultura y las Artes, cuya aparición obedece a una de las respuestas que ofreció el Gobierno Federal a la comunidad artística para construir instancias de apoyo basadas en la colaboración, la claridad de objetivos, el valor de la cultura para la sociedad y el aprecio de la diversidad de propuestas y quehaceres artísticos.Invierte en los proyectos culturales profesionales que surgen en la comunidad artística; ofrece fondos para que los creadores puedan desarrollar su trabajo sin restricciones, afirmando el ejercicio de las libertades de expresión y creación. Por ello, convoca anualmente a los artistas y creadores para que participen en sus 17 programas, mediante la presentación de propuestas que son evaluadas por Comisiones de Dictaminación  y Selección formadas por artistas y creadores de reconocido prestigio.(Extraído de: http://fonca.conaculta.gob.mx/institucional.html)",,,
MXIM-AV-1-12-96,Acme & Co. Historia del cine viajero,,,Gregorio C. Rocha,,,,
MXIM-AV-1-12-97,"¡Zapata vive, la lucha sigue!...","Cine Film S.A., Cooperativa Salvador Toscano",,Juan Ramón Aupart,,,,
MXIM-AV-1-12-98,La pesadilla de Darwin (Darwin`s nightmare),"Millet et Productions (París), Coop99 Filmproduktion (Viena), Saga Film (Bruselas)",Optima Films,"Edouard Mauriat, Antonin Svoboda, Martín Gschlacht, Hubert Toint, Hubert Sauper",,,,
MXIM-AV-1-12-99,Operación Galeana,"National Resources Films, Canal 6 de julio",,,,,Donación Tzutzumatzin Soto-Cineteca Nacional,jul-13
MXIM-AV-1-12-100,Las familias somos…,"Afluentes S.C., Alianza Nacional por el Derecho a Decidir-andar, Católicas por el Derecho a Decidir A.C., Red por los Derechos Sexuales y Reproductivos en México (ddeser), Red Democracia y Sexualidad A.C. (DEMYSEX), Equidad de Género: Ciudadanía, Trabajo y Familia A.C., Fundación Mexicana para la Planeación Familiar A.C. (Mexfam), Letra S. Sallud, Sexualidad y Sida. Modem Mujer, REd de Comunicación Electrónica. REd por los DErechos de la Infancia en México. ",,,,,,
MXIM-AV-1-12-101,Las huellas del arpón,"Nucleo de Antropologia Visual, Fondo Matta, Fondecyt n°1990027",,"Francisca Pérez, Antonio Astudillo",,,Donación,2003
MXIM-AV-1-12-102,El tucumanazo,Cine Independiente Producciones,,Diego Heluani,,,,
MXIM-AV-1-12-103,The big sell out,Disco Film,,"Arne Ludwig, Felix Blum",,"Florian Opitz (1973, Saarbrücken, Alemania) es documentalista, escritor y periodista freelance. Se graduó en Historia, Psicología e Inglés en las universidades de Colonia y Heidelberg. Desde 1998, ha trabajado como director y como periodista para varias estaciones de televisión europeas (ARD, ARTE y ZDF). Ha realizado varios documentales políticos, principalmente sobre la globalización y temas relacionados, y documentales históricos, así como películas sobre Jack Kerouac, Charles de Gaulle, Naomi Klein y la historia del movimiento skinhead, entre otros. Florian ha impartido también clases sobre cine socumental en distintas universidades de Alemania.  (En material extra )",Donación Tzutzumatzin Soto-Cineteca Nacional,jul-13
MXIM-AV-1-12-104,Los Tarapaqueños Peruanos: Testimonios de su Historia,Pontificia Universidad Católica del Per´´ú: Dirección Académica de Investigación: Departamento de Humanidades,,,,,,
MXIM-AV-1-12-105,La vida en México de 1940 a 1994        capitulo 1,"Difusión Cultural UNAM, Filmoteca UNAM",,Alfonso Manjarrez. Producción Ejecutiva: Mariana Ochoa,,,,
MXIM-AV-1-12-106,La vida en México de 1940 a 1994       capítulo 3,"Difusión Cultural UNAM, Filmoteca UNAM",,,,,,
MXIM-AV-1-12-107,Le Crime de Zacarias Barrientos,"K Production, Cap Dal Puog, Images Plus",,Producción ejecutiva: Etienne Miollan,,,,
MXIM-AV-1-12-108,Digna Ochoa,Canal seis de julio,,Nancy Ventura,,,Donación de J. Mariño,1/08/2013
MXIM-AV-1-12-109,Los capitanes de la industria,Editorial Clìo,,"Diana Roldán, Stasia de la Garza",,,compra ,17/06/2003
MXIM-AV-1-12-110,Los cosechadores y yo,"Ciné-Tamaris, Centre National de la Cinematographie", ,Agnès Varda,,"Agnes Varda nació el 30 de mayo de 1928 en Bruselas, Bélgica y vive y trabaja en París. Es considerada por algunos críticos de cine la ""abuela de la nueva ola"" (nouvelle vague).Sus películas, documentales y video instalaciones guardan todas un carácter realista y social. Toda su obra presenta un estilo experimental distintivo. En 1985 con el documental ""Vagabond/Sin techo ni ley"" obtuvo el León de Oro del Festival de Cine de Venecia. (http://es.wikipedia.org/wiki/Agn%C3%A8s_Varda)",Compra,2004
MXIM-AV-1-12-111,Los demonios del Edén,,,Jorge Prior,," ALEJANDRA ISLAS CARO
Mexicana. Estudió cine en el Centro Universitario Estudios Cinemátográficos, Universidad Nacional Autónoma de México (UNAM).  Ha dirigido decenas de documentales con instituciones culturales y de manera independiente. Muxes: auténticas, intrépidas, buscadoras del peligro (2005), su primer largometraje ha participado en diversos festivales de cine documental y ha cosechado varios premios. También ha recibido estímulos y becas para la escritura de guión de ficción y desarrollo de proyectos por parte del IMCINE, el Sindicato de Autores, el Taller del Sundance en México y la Hubert Bals Fund. Cofundadora de la cooperativa de cine Salvador Toscano y de la Asociación de Documentalistas de México, ADOC-MEXICO. Ha sido jurado en más de diez ocasiones en festivales y concursos dentro y fuera del país. 
Imparte clases de guión y creación documental en la Facultad de Artes de la UAEM. De 1998 al 2004, visitó la Escuela de Cine de San Antonio de los Baños, Cuba para impartir talleres de guión y realización documental. Pertenece desde el 2004 al Sistema Nacional de Creadores.
Acaba de finalizar su segundo largometraje documental Los demonios del Edén con Producciones Volcán y el IMCINE. También es fundadora y codirectora del Festival de la Memoria: Documental Latinoamericano en Tepoztlán 2007, que en mayo del 2008 celebrará su segunda edición como festival iberoamericano.
FILMOGRAFÍA 
1982 - Iztacalco, campamento 2 de octubre (58’) Ariel de Plata 1983.
1993 - El caso Molinet ( ) Premio Cartagena, Colombia 1993.
1996 -  Eisenstein en México (90’) Premio Midia, Premio Avanca, Premio Rovirosa UNAM, Nominación al Emmy Award 1997.
2002 - La banda del automóvil gris ( ) Premio al Mejor Documental Histórico - Festival de La laguna, Tenerife, España 2005.
2005 - Muxes: auténticas, intrépidas, buscadoras del peligro (102’) Mención Honorífica, Premio Rovirosa; Premio del Público al Mejor Documental - Ficmorelia, 2005; Premio al Mejor Documental de Derechos Humanos - Docusur 2006; Miami Film Festival; Frameline 30 Festival, San Francisco;  Boston Latino Film Festival;  Festival des Films du Monde, Montreal; Festival Internacional de Río de Janeiro; Foro Internacional de la Cineteca Nacional, México.
2007 - Los demonios del Edén (72’) Mención Honorífica del Premio Rovirosa, UNAM. (http://docma.blogia.com/2007/103001-alejandra-islas-directora-y-guionista-de-cine-mexicana.php)
",,
MXIM-AV-1-12-112,"Los frutos de ""El Dorado""",Televisión Española,,"José Ricart, Manuel Serrano",,,,
MXIM-AV-1-12-113,Los Ladrones viejos. Las leyendas del Artegio,"Artegios, Instituto Mexicano de Cinematografía (IMCINE), Cooproduccón: filmoteca de la Unam, Arte 7, Apoyo: Hubert Bals Fund, FONCA, Programa de Fomento a proyectos y Convenciones Culturales, Centro de Capacitación Cinematografía.", ,"Issa Guerra, Everardo González, Roderto Garza, Alejandro Molina","El Instituto Mexicano de Cinematografía (IMCINE) fue creado por decreto presidencial, el 25 de marzo de 1983, como un organismo público descentralizado con personalidad jurídica y patrimonio propio.  Su misión es fomentar la producción y promoción del cine mexicano , como una de nuestras manifestaciones culturales de mayor presencia en los medios de comunicación, así como impulsar la industria cinematográfica de nuestro país.  (http://www.imcine.gob.mx/html/imcine/imcine.html)Filmoteca UNAM en1959 Se crea el Departamento de Cine dependiendo de la Dirección de Difusión Cultural. 1960 Se crea la Filmoteca de la UNAM como parte del Departamento de cine de la Dirección de Difusión Cultural. 1977 La Filmoteca pasa a ser una Dirección de la Coordinación de Extensión Universitaria. 1986 Se crea la Dirección de Cinematografía como dependencia del subsistema de la Coordinación de Difusión Cultural. 1987 Se crea la Dirección de Actividades Cinematográficas, con la fusión de la Filmoteca de la UNAM y la Dirección de Cinematografía. 1989 Cambia de denominación a Dirección General de Actividades Cinematográficas. (http://www.filmoteca.unam.mx/Historia/historia.htm) Arte 7 surge en enero de 2001 debido a la carencia de espacios para estudiar el arte de la cinematografía en nuestro país. Arte 7 se circunscribe como una opción más con una propuesta diferente. (http://www.arte7.net/acerca.htm)","Everardo González es un director, productor y fotógrafo de cine mexicano. Estudió la licenciatura de comunicación social en la Universidad Autónoma Metropolitana; fotografía en la Escuela Activa de Fotografía y en el Centro de Capacitación Cinematográfica. Trabaja como director y fotógrafo para la serie de tv México Nuevo Siglo, producida por Enrique Krauze. Filma su más reciente proyecto, con este se involucra más desde un principio debutando como director de fotografía y además participando en la producción; ""Los ladrones viejos. Las leyendas del artegio"" se exhibió en el festival de cine de Guadalajara llevandose el premio al mejor documental y recibiendo una mención especial como mejor largometraje iberoamericáno documental. (Extraido de  http://www.biosstars-mx.com/e/everardo_gonzalez.html)",Donación,2008
MXIM-AV-1-12-114,Los niños de Morelia,"Hermano Film, Arte7",,,,,,
MXIM-AV-1-12-115,Los pasos del cantador,Centro de Capacitación Cinematográfica (CCC),,"Producción: Pablo Fulgueira, Xavier Hierro. Producción ejecutiva: Ángeles Castro, Hugo Rodríguez",,,,
MXIM-AV-1-12-116,Zapatistas crónica de una rebelión,"Canal seis de julio, LaJornada",,Nancy Ventura,,,,
MXIM-AV-1-12-117,Los Super Amigos,"FONDS, Consejo Nacional para la Cultura y las Artes (CONACULTA-FONCA), Ministerio de Relaciones Exteriores de los Países Bajos, Rain Artists´Initiatives Network (RAIN), Rijksakademie van Beeldende Kunsten - Amsterdam",,"Linda Bannik, Aldo Guerra, Diego Gutiérrez","CONACULTA: El Consejo Nacional para la Cultura y las Artes responde a la necesidad de contar con un órgano rector que dé coherencia a una política pública históricamente desarrollada en el país por una gran multiplicidad de organismos y dependencias de muy distintos sectores y de la más diversa naturaleza institucional. Entre ellas, las unidades administrativas de la anterior Subsecretaría de Cultura de la Secretaría de Educación Pública, inmediato antecedente del Consejo; las diferentes instituciones y dependencias de otras secretarías que por sus funciones de carácter cultural han sido transferidas en distintos momentos; y, finalmente, las entidades adscritas al área de Cultura, varias de larga tradición. En  atención a las exigencias y requerimientos de orden cultural de la sociedad mexicana, a partir de la creación del Consejo Nacional para la Cultura y las Artes se da origen a diversos programas y acciones, con el propósito fundamental de enriquecer la identidad cultural de los mexicanos. La misión fundamental del Consejo es integrar y coordinar de manera armoniosa la labor de los organismos, dependencias e instituciones del gobierno que desarrollan la política cultural del Estado Mexicano. (Extraído de: http://www.conaculta.gob.mx/consejo_quienes.html) FONCA: Fomentar y estimular la creación artística en todas sus manifestaciones son los objetivos principales del Fondo Nacional para la Cultura y las Artes, cuya aparición obedece a una de las respuestas que ofreció el Gobierno Federal a la comunidad artística para construir instancias de apoyo basadas en la colaboración, la claridad de objetivos, el valor de la cultura para la sociedad y el aprecio de la diversidad de propuestas y quehaceres artísticos.Invierte en los proyectos culturales profesionales que surgen en la comunidad artística; ofrece fondos para que los creadores puedan desarrollar su trabajo sin restricciones, afirmando el ejercicio de las libertades de expresión y creación. Por ello, convoca anualmente a los artistas y creadores para que participen en sus 17 programas, mediante la presentación de propuestas que son evaluadas por Comisiones de Dictaminación  y Selección formadas por artistas y creadores de reconocido prestigio.(Extraído de: http://fonca.conaculta.gob.mx/institucional.html)",,,
MXIM-AV-1-12-118,Los últimos zapatistas,"Universidad Autónoma del Estado de Morelos, Fondo Estatal para la Cultura y las Artes de Morelos.", ,Manuel Peñafiel,," Francesco Taboada Tabone Cineasta investigador y profesor de historia de México. Su primer largometraje “Los Últimos Zapatistas” (México, 2003) ha recibido más de diez premios internacionales. Ha realizado varios cortometrajes. Actualmente estudia la maestría en Estudios Mesoamericanos en la UNAM y dirige los documentales “Maguey” y “Tin Tan”.http://www.franciscovilla.com.mx/castellano/principal.html",Compra,
MXIM-AV-1-12-119,LT22 Radio La Colifata,"Bausan Films, Radio La Colifata, Filmanova",,Loris Omedes,,,,
MXIM-AV-1-12-120,La hazaña de Monterrey,Editorial Clìo,,"Diana Roldán, Stasia de la Garza",,,,
MXIM-AV-1-12-121,Lucio,"Irusoin, moriarti Produkzioak",,"Producción ejecutiva: Fernando Larrondo,  Jon Garaño",,,,
MXIM-AV-1-12-122,Habla el ERPI,Canal seis de julio,,"Nancy Ventura, José Alba",,,,
MXIM-AV-1-12-123,Maquilapolis,Cine Mamás film, California noticiario (2007) (EE.UU.) (TV),"productora EjecutivaVivian Kleiman  co-productoras Darcy McKinnon  Annelise Wunderlich 
productoras asociadas Sasha Khokham Avilla Peterson  ",,"Vicky Funari, Sergio De La Torre ",Compra,2008
MXIM-AV-1-12-124,Marcha de la vida,Cohen y Cohen Producciones,,Aaron y Esther Cohen,,,,
MXIM-AV-1-12-125,Venceréis pero no convenceréis,,,Alfonso Viladoms,,Alfonso Viladoms,,
MXIM-AV-1-12-126,Más allá de petates y faenas. La Petatera,Universidad de Colima,,Judith Chávez Valencia,,,,
MXIM-AV-1-12-127,Marianela. Convivir con S.U.H.,Laboratorio de Producción Audiovisual UBA,,,,,,
MXIM-AV-1-12-128,México bajo la óptica de Juan Guzmám,"UNAM, Instituto de Investigaciones Estéticas",,,,,,
MXIM-AV-1-12-129,Mi vida dentro,"CONACULTA, Ultra Films, FOPROCINE",,Rodrigo Herranz,,"Lucía Gajá (México, 1975), estudió Artes Visuales en la UNAM y después la especialidad de Realización Cinematográfica en el CUEC. También asistió a un taller de documental en la escuela de San Antonio de los Baños, Cuba. Cursó un seminario con los documentalistas Allan Miller y Patricio Guzmán. Ha trabajado como asistente de dirección y continuista en corto y largometrajes. Ganó el Ariel de Plata por Cortometraje Documental con Soy, en 2005. (http://www.ambulante.com.mx/2008/es/documental.php?id=11)",,
MXIM-AV-1-12-130,Nacidos en el Burdel (Born Into Brothels: Calcuttas Red Light Kids),,,Productor ejecutivo: Geralyn White Dreyfous. Coproductor ejecutivo: Pamela Tanner Boll.,,,,
MXIM-AV-1-12-131,Nanook of the north,Revillon Frères,Divisa,Robert Flaherty,,,,
MXIM-AV-1-12-132,Naqoyqatsi,Miramax Films,,"Productores: Joe Beirne, Godfrey Reggio, Lawrence Taub. Productor ejecutivo: Steven Soderbergh",,,,
MXIM-AV-1-12-133,Nietos. Identidad y memoria,Sudamérica Cine,,Producción ejecutiva: Daniel Cabezas,,"Benjamín Ávila. Nacido en la Provincia de Buenos Aires en 1972, comienza su formación como fotógrafo y actor. Pasa luego al cine, especializándose como director de fotografía, rol en el que realiza 15 cortometrajes, dos mediometrajes y un largo. También filma seis cortos como Director y Guinista. Su corto ""La triste y penosa historia de Mateo Praxedes Calsado"", recibe varios premios a nivel nacional e internacional. Más tarde se especieliza en edición, incorporándose al canal de TV América, donde edita avances y videoclips que contribuyen al relanzamiento de la señal. Trabaja como editor y realizador, para la productora independiente Tríada. En 1997, funda el ciclo ""El independiente"", primera exhibición estable de cine no comercial en Buenos aires, que continúa en funcionamiento hasta hoy. En 1999 es convocado por la Escuela Internacional de Cine y Televisión de San Antonio de los Baños , Cuba, como coordinador  de la cátedra de cirección, tarea que desempeña hasta mayo de 2001 dodne filma su último cortometraje ""La Gotera"" ganadora del subsidio de postporoducción de la OIC 2002 y el primer premio del Taormina BNL Filmfest, 2002, y seleccionado en Toronto Latino Filmfest, 2002 y Clermont Ferrand, 2003. Funda la productora Habitación 1520, junto a otros tres directores y realiza trabajos de dirección. Filma ""Veo-Veo"", cortometraje producido por el subsidio recibido del premio de Taormina, patrocinado por la Banca Nationale del Lavoro, Italia. ",,
MXIM-AV-1-12-134,Nikita Kino (Cine Nikita),Jet Lag,,Vivian Ostrovsky,,,Donación,1999
MXIM-AV-1-12-135,La travesía,,,Kaska Krosny.,,,,
MXIM-AV-1-12-136,Niños con sobrepeso,Aquarius health care media,Quality Films,"Robin Berla, Amy Butkus Mooney, Irene Wielawski. Productor asociado: Madeleine Solano Productor de línea: Patricia Paredes Saez",,"Dan Glovach, director de tv shows estadounidenses como ""goodo Morning America"" y ""home""",Compra,2008
MXIM-AV-1-12-137,NO-DO. El tiempo y la memoria,FUMPROARTE,,,,,Donación,1999
MXIM-AV-1-12-138,Nuestra música (notre musique),,,"Alain Sarde, Ruth Waldburger",,,,
MXIM-AV-1-12-139,Tierra Menonita,"MEDIA SUR PRODUCCIONES, FONCA, ",,,,,,
